	ENTRY	KEGG_disease_name	KEGG_synosyms	ICD-10	header	float	ICD_mid_class	KMN_candidate_IDs	KMN_candidate_Names
59	H01102	Pituitary adenomas	NO_DATA	D44.8	D	44.8	D37-D48	KMN154;KMN157;KMN158;KMN159;KMN160;KMN161;KMN164;KMN166;KMN167;KMN168;KMN169;KMN170;KMN171;KMN172;KMN173;KMN174;KMN175;KMN176;KMN177;KMN179	Gastrinoma;Pituitary Tumor;Familial Paraganglioma Syndrome;Teratoma;Hemangioblastoma;Goiter;GIST;Meningiomas;Desmoplastic Small Round-cell Tumor;Adenoid-cystic carcinoma;Multiple Endocrine Neoplasia Type 1;Multiple Endocrine Neoplasia Type 2;Craniopharyngioma;Soft Tissue Tumor;Brain Tumor;Refractory anemia;Juxtaglomerular Cell Tumor;Chronic Idiopathic Myelofibrosis;Epithelioid Hemangioendothelioma;Granulosa Cell Tumor
60	H01132	Aplastic anemia	NO_DATA	D61.0	D	61.0	D60-D64	KMN197;KMN199;KMN200;KMN201	X-Linked Sideroblastic Anemia;Hereditary sideroblastic anemia;Anaplastic anemia;Idiopathic sideroblastic anemia
61	H01210	Hypomagnesemia	NO_DATA	E83.4	E	83.4	E70-E90	KMN374;KMN375;KMN376;KMN377;KMN378;KMN379;KMN381;KMN382;KMN384;KMN385;KMN386;KMN390;KMN392;KMN393;KMN394;KMN396;KMN397;KMN401;KMN402;KMN403;KMN404;KMN405;KMN408;KMN409;KMN410;KMN411;KMN412;KMN416;KMN417;KMN419;KMN420;KMN421;KMN422;KMN423;KMN429;KMN430;KMN435;KMN438;KMN439;KMN440;KMN441;KMN444;KMN445;KMN446;KMN447;KMN448;KMN451;KMN453;KMN454;KMN456;KMN459;KMN460;KMN461;KMN462;KMN464;KMN465;KMN470;KMN471;KMN472;KMN473;KMN474;KMN475;KMN477;KMN478;KMN479;KMN480;KMN481;KMN482;KMN483;KMN484;KMN485;KMN486;KMN487;KMN488;KMN489;KMN490;KMN491;KMN492;KMN493;KMN495;KMN496;KMN497;KMN499;KMN500;KMN501;KMN502;KMN505;KMN506;KMN507;KMN508;KMN509;KMN510;KMN511;KMN512;KMN514;KMN518;KMN520;KMN521;KMN522;KMN523;KMN524;KMN525;KMN526;KMN527;KMN528;KMN529;KMN530;KMN531;KMN532;KMN533;KMN534;KMN535;KMN536;KMN537;KMN538;KMN539;KMN540;KMN541;KMN542;KMN543;KMN544;KMN547;KMN548;KMN551;KMN552;KMN553;KMN554;KMN555;KMN556;KMN557;KMN559;KMN560;KMN563;KMN564;KMN565;KMN568;KMN569;KMN570;KMN571;KMN572	3-Oxothiolase Deficiency;3-Hydroxy-3-methylglutaric Aciduria;3-Methylcrotonyl Glycinuria;3-Methylglutaconic Aciduria Type I;4-Hydroxybutyric Aciduria;Beta-mercaptolactate-cysteine disulfiduria;GM2-ganglioside activator deficiency;GTP Cyclohydrolase I Deficiency;PRPP synthetase super-activity;PRPP synthetase deficiency;X-Linked Hypophosphatemic Rickets;ApoA-I Deficiency;Arginase Deficiency;Argininosuccinic Acidemia;alpha-Ketoadipic Acidemia;alpha1 Antitrypsin Deficiency;Andersen's Syndrome;Wolman Disease;Galactosemia with Uridyl Transferase Deficiency;Uridine Diphosphate Galactose 4-Epimerase Deficiency;Ureidopropionase Deficiency;Urocanic Aciduria;CPT II Deficiency;Carnitine Deficiency;Carnosinase deficiency;Carbamylphosphate Synthase Deficiency;Carbinolamine Dehydratase Deficiency;Glucose-Galactose Malabsorption;Glucose-Transport Defect;Glutaric Acidemia Type II;Glutaric Acidemia Type I;Cholesteryl Ester Storage Disease;CETP Deficiency;Sarcosinemia;Citrullinemia Type II;Citrullinemia Type I;Sulfocysteinuria;Thymidine Phosphorylase Deficiency;Tyrosinemia Type III;Tyrosinemia Type II;Tyrosinemia Type I;ALA-Dehydratase-Deficient Porphyria;Tryptophan Malabsorption;Tryptophanuria;Niemann-Pick Disease;Hartnup Disease;Histidinuria;HPRT Deficiency;Pyrimidine 5'-Nucleotidase Deficiency;Farber Disease;Fanconi Syndrome;Phenylketonuria Type III;Phenylketonuria Type II;Phenylketonuria Type I;Fructose 1,6-diphosphatase Deficiency;Fructose 1,6-bisphosphate Aldolase A Deficiency;beta-Enolase Deficiency;Hawkinsinuria;Phosphoglycerate Kinase Deficiency;Phosphoglycerate Dehydrogenase Deficiency;Phosphoglycerate Mutase Deficiency;Homocarnosinosis;Homocystinuria and Methylmalonic Acidemia;Formiminoglutamic Aciduria;Myoadenylate Deaminase Deficiency;Mucolipidoses-III;Mucolipidoses-II;Mucopolysaccharidosis IH/S;Mucopolysaccharidosis IH;Mucopolysaccharidosis IIIA;Mucopolysaccharidosis IIIB;Mucopolysaccharidosis IIIC;Mucopolysaccharidosis IIID;Mucopolysaccharidosis II;Mucopolysaccharidosis IS;Mucopolysaccharidosis IVA;Mucopolysaccharidosis IVB;Mucopolysaccharidosis VII;Mucopolysaccharidosis VI;Metabolic Syndrome;Methionine Malabsorption;Methylmalonic Acidemia;Lysinuria;Lipoamide dehydrogenasee deficieny;Lipoprotein Lipase Deficiency;LCAT Deficiency;Hereditary Xanthinuria;Hereditary Coproporphyria;Hereditary Vitamin D-resistant Rickets;Hereditary Aceruloplasminemia;Familial Apolipoprotein C-II Deficiency;Familial Dysbetalipoproteinemia;Familial Defective ApoB-100;Familial Hyperalphalipoproteinemia;Familial Hypertriglyceridemia;Activation-Induced Cytidine Deaminase Deficiency;Hepatoerythropoietic porphyria;Glycogen Storage Disease 0;Glycogen Storage Disease III;Glycogen Storage Disease IV;Glycogen Storage Disease IX;Glycogen Storage Disease I;Glycogen Storage Disease VI;Glycogen Storage Disease XI;Pseudohypoaldosteronism;Acute Intermittent Porphyria;Glycogen Storage Disease II;Glycogen Storage Disease VII;Glycogen Storage Disease V;Primary Lactase Deficiency;Primary Hypoalphalipoproteinemia;Classic Cystinuria;Hyper Lp(a) lipoproteinemia;Hyperornithinemia-Hyperammonemia-Homocitrullinuria;Hypercystinuria;Hyperoxaluria Type II;Hyperoxaluria Type I;Hypervalinemia;Hyperhydroxyprolinemia;Hyperprolinemia Type II;Hyperprolinemia Type I;Hyperleucine-Isoleucinemia;Hyperuricemia;Autosomal Recessive Hypercholesterolemia;Neuronal ceroid-lipofuscinosis;Erythropoietic Protoporphyria;Congenital Chloridorrhea;Congenital Homocystinuria Syndrome;Congenital Erythropoietic Porphyria;Polygenic Hypercholesterolemia;Multiple Carboxylase/Biotinidase Deficiency;Variegate Porphyria;Hypouricemia;Dibasic Aminoaciduria;Lactate Dehydrogenase Deficiency;Albinism (oculocutaneous);Porphyria Cutanea Tarda;Nonketotic hyperglycinemia-type I;Essential Fructosuria;Essential pentosuria
62	H01240	Immune thrombocytopenia	Autoimmune thrombocytopenic purpura	D69.3	D	69.3	NO_DATA	NO_DATA	NO_DATA
63	H01267	Familial hyperinsulinemic hypoglycemia	NO_DATA	E16.1	E	16.1	NO_DATA	NO_DATA	NO_DATA
64	H01293	Narcolepsy	NO_DATA	G47.4	G	47.4	NO_DATA	NO_DATA	NO_DATA
65	H01362	Dermatitis herpetiformis	NO_DATA	L13.0	L	13.0	NO_DATA	NO_DATA	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN308;KMN309;KMN310;KMN311;KMN315;KMN316;KMN319;KMN320;KMN321;KMN322;KMN324;KMN325;KMN327;KMN328;KMN330;KMN333;KMN334;KMN335;KMN336;KMN337;KMN338;KMN341;KMN343;KMN344;KMN345;KMN346;KMN347;KMN348;KMN349;KMN350;KMN351	17 alpha-Hydroxylase Deficiency;21-Hydroxylase Deficiency;3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency;ACTH Deficiency;Carcinoid Syndrome;Kallmann Syndrome;Cushing's Disease;Glucocorticoid-Remediable Aldosteronism;Gonadotropin Deficiency;Gonadotropin-Independent Precocious Puberty;Frohlich Syndrome;Jansen's Disease;Lymphocytic Hypophysitis;Ectopic hormone producing tumor;Pseudopseudohypoparathyroidism;Syndrome of Inappropriate Antidiuretic Hormone Secretion;Hypergonadotropic Hypogonadal Ovarian Failure;Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy;Congenital Disorders Associated with Gonadotropin Deficiency;Gonadotropin-releasing Hormone Resistance;Adult GH Deficiency;Congenital Lipoid Adrenal Hyperplasia;Progeria;Polyglandular Autoimmune Syndrome Type I;Polyglandular Autoimmune Syndrome Type II;Polycystic Ovarian Syndrome;Idiopathic hypoparathyroidism;Diabetes Insipidus;Panhypopituitarism;Adrenogenital Syndrome;Ovarian Failure
67	H01450	Obsessive-compulsive disorder	NO_DATA	F42	F	42.0	NO_DATA	NO_DATA	NO_DATA
68	H01457	Diabetic retinopathy	NO_DATA	E14.3	E	14.3	NO_DATA	NO_DATA	NO_DATA
69	H01460	West syndrome	Infantile spasms	G40.4	G	40.4	G40-G47	KMN616;KMN617;KMN619;KMN621;KMN622;KMN623;KMN624;KMN625;KMN626	Miller-Dieker's syndrome;Epilepsy Syndrome;Familial Hemiplegic Migraine;Sleep Apnea;MERRF Syndrome;Severe myoclonic epilepsy of infancy;Generalized Epilepsy with Febrile Convulsions Plus;Migraine;Benign Neonatal Familial Convulsion
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN86;KMN87;KMN88;KMN89;KMN90;KMN91;KMN92;KMN93;KMN94;KMN96;KMN98;KMN100;KMN101;KMN103;KMN104;KMN106;KMN107;KMN108;KMN109;KMN110;KMN111;KMN112;KMN113;KMN115;KMN116;KMN117;KMN118;KMN119;KMN120;KMN121;KMN123;KMN124;KMN127;KMN128;KMN129;KMN130	B-cell Lymphoma;B-cell Chronic Lymphocytic Leukaemia;MALT Lymphoma;POEMS Syndrome;T-cell Acute Lymphoid Leukemia;Diffuse Large-Cell Lymphoma;Diffuse Large B-cell Lymphoma;alpha Heavy Chain Disease;gamma Heavy Chain Disease;Sezary Syndrome;Plasma-cell Leukaemia;Mantle-cell Lymphoma;mu Heavy Chain Disease;Waldenstrom's Macroglobulinemia;Acute Lymphoid Leukemia;Minimally Differentiated Leukemia;Myeloblastic Leukemia without Maturation;Myeloblastic Leukemia with Maturation;Hypergranular Promyelocytic Leukemia;Myelomonocytic Leukemia;Myelomonocytic Leukemia Variant: Increase in Abnormal Marrow Eosinophils;Erythroleukemia;Megakaryoblastic leukemia;Nodular Lymphocyte-Predominant Hodgkin's Lymphoma;Primary Effusion Lymphoma;Classical Hodgkin's Lymphoma;Adult T Cell Lymphoma/Leukemia;Primary Testicular Lymphoma;Precursor B Cell Acute Lymphoid Leukemia;Precursor T cell Lymphoblastic Lymphoma;Monocytic Leukemia;Cutaneous T cell Lymphoma;Chronic Myelogenous Leukemia;Anaplastic Large T-cell Lymphoma;Immunoblastic lymphoma;Immunoproliferative Small Intestinal Disease
71	H01473	Erythema nodosum leprosum	NO_DATA	A30.8	A	30.8	A30-A49	KMN3	Sepsis
72	H01473	Erythema nodosum leprosum	NO_DATA	L52	L	52.0	L50-L54	KMN784	Urticaria
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN134;KMN135;KMN137;KMN138;KMN140;KMN141;KMN142;KMN143;KMN144;KMN145;KMN146;KMN147;KMN148;KMN149;KMN150;KMN151;KMN152	Vipoma;Insulinoma;Glucagonoma;Somatostatinoma Syndrome;Pheochromocytoma;TSH-Secreting Adenomas;Osteochondroma;Lipoma;Hypothalamic Gangliocytoma;Dysplastic gangliocytoma of cerebellum;Schwannoma;Neuroendocrine Tumor;Gonadotropin-Producing Pituitary Adenoma;Polyposis Coli;Myxoma;Pulmonary Lymphangioleiomyomatosis;Leiomyoma
74	H01484	5q- syndrome	NO_DATA	D46.7	D	46.7	D37-D48	KMN154;KMN157;KMN158;KMN159;KMN160;KMN161;KMN164;KMN166;KMN167;KMN168;KMN169;KMN170;KMN171;KMN172;KMN173;KMN174;KMN175;KMN176;KMN177;KMN179	Gastrinoma;Pituitary Tumor;Familial Paraganglioma Syndrome;Teratoma;Hemangioblastoma;Goiter;GIST;Meningiomas;Desmoplastic Small Round-cell Tumor;Adenoid-cystic carcinoma;Multiple Endocrine Neoplasia Type 1;Multiple Endocrine Neoplasia Type 2;Craniopharyngioma;Soft Tissue Tumor;Brain Tumor;Refractory anemia;Juxtaglomerular Cell Tumor;Chronic Idiopathic Myelofibrosis;Epithelioid Hemangioendothelioma;Granulosa Cell Tumor
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN86;KMN87;KMN88;KMN89;KMN90;KMN91;KMN92;KMN93;KMN94;KMN96;KMN98;KMN100;KMN101;KMN103;KMN104;KMN106;KMN107;KMN108;KMN109;KMN110;KMN111;KMN112;KMN113;KMN115;KMN116;KMN117;KMN118;KMN119;KMN120;KMN121;KMN123;KMN124;KMN127;KMN128;KMN129;KMN130	B-cell Lymphoma;B-cell Chronic Lymphocytic Leukaemia;MALT Lymphoma;POEMS Syndrome;T-cell Acute Lymphoid Leukemia;Diffuse Large-Cell Lymphoma;Diffuse Large B-cell Lymphoma;alpha Heavy Chain Disease;gamma Heavy Chain Disease;Sezary Syndrome;Plasma-cell Leukaemia;Mantle-cell Lymphoma;mu Heavy Chain Disease;Waldenstrom's Macroglobulinemia;Acute Lymphoid Leukemia;Minimally Differentiated Leukemia;Myeloblastic Leukemia without Maturation;Myeloblastic Leukemia with Maturation;Hypergranular Promyelocytic Leukemia;Myelomonocytic Leukemia;Myelomonocytic Leukemia Variant: Increase in Abnormal Marrow Eosinophils;Erythroleukemia;Megakaryoblastic leukemia;Nodular Lymphocyte-Predominant Hodgkin's Lymphoma;Primary Effusion Lymphoma;Classical Hodgkin's Lymphoma;Adult T Cell Lymphoma/Leukemia;Primary Testicular Lymphoma;Precursor B Cell Acute Lymphoid Leukemia;Precursor T cell Lymphoblastic Lymphoma;Monocytic Leukemia;Cutaneous T cell Lymphoma;Chronic Myelogenous Leukemia;Anaplastic Large T-cell Lymphoma;Immunoblastic lymphoma;Immunoproliferative Small Intestinal Disease
76	H01512	Langerhans cell histiocytosis	NO_DATA	C96.5	C	96.5	NO_DATA	NO_DATA	NO_DATA
77	H01512	Langerhans cell histiocytosis	NO_DATA	C96.6	C	96.6	NO_DATA	NO_DATA	NO_DATA
78	H01532	Gout	NO_DATA	M10	M	10.0	M05-M14	KMN787;KMN789;KMN790;KMN791;KMN792;KMN793	Psoriatic Arthritis;Adult Still's disease;Monosodium Urate Gout;CPPD Deposition Disease;Uric Acid Nephropathy;Reactive Arthritis
79	H01551	Interstitial cystitis	Bladder pain syndrome	N30.1	N	30.1	NO_DATA	NO_DATA	NO_DATA
80	H01554	Fallopian tube cancer	NO_DATA	C57.0	C	57.0	C51-C58	KMN48;KMN49;KMN51;KMN52	Sertoli Cell Tumor;Leydig Cell Tumor;Cervix Cancer;Carcinoma of the Fallopian Tube
81	H01558	Parathyroid carcinoma	NO_DATA	D09.3	D	9.3	NO_DATA	NO_DATA	NO_DATA
82	H01577	Essential tremor	NO_DATA	G25.0	G	25.0	G20-G26	KMN594;KMN596;KMN598;KMN600;KMN601;KMN602	DOPA-responsive Dystonia;Hereditary progressive dystonia;Opsoclonus-Myoclonus;Early-onset torsion dystonia;Idiopathic Torsion Dystonia;Chorea
83	H01580	Vitamin C deficiency	Scurvy	E54	E	54.0	E50-E64	KMN353;KMN356;KMN357;KMN358;KMN359;KMN360;KMN361;KMN362;KMN363;KMN366	Rogers' Syndrome;Vitamin B12 Deficiency;Thiamine Deficiency;Vitamin B6 Deficiency;Vitamin D-Dependent Rickets Type II;Vitamin D-Dependent Rickets Type I;Vitamin D Deficiency;Vitamin E deficiency;Vitamin K Deficiency;Folate Deficiency
84	H01585	Autoimmune hemolytic anemia	NO_DATA	D59.0	D	59.0	D55-D59	KMN184;KMN185;KMN186;KMN191;KMN192;KMN193;KMN195;KMN196	alpha-Thalassemia Syndrome;G6PD Deficiency;beta-Thalassemia Syndrome;Sickle Cell Syndrome;High oxygen affinity hemoglobin erythremia;Congenital hemolytic anemia;Immune Hemolysis;Spur Cell Anemia
85	H01585	Autoimmune hemolytic anemia	NO_DATA	D59.1	D	59.1	NO_DATA	NO_DATA	NO_DATA
86	H01586	Acquired pure red cell aplasia	NO_DATA	D60	D	60.0	D60-D64	KMN197;KMN199;KMN200;KMN201	X-Linked Sideroblastic Anemia;Hereditary sideroblastic anemia;Anaplastic anemia;Idiopathic sideroblastic anemia
87	H01588	Cluster headache	NO_DATA	G44.0	G	44.0	G40-G47	KMN616;KMN617;KMN619;KMN621;KMN622;KMN623;KMN624;KMN625;KMN626	Miller-Dieker's syndrome;Epilepsy Syndrome;Familial Hemiplegic Migraine;Sleep Apnea;MERRF Syndrome;Severe myoclonic epilepsy of infancy;Generalized Epilepsy with Febrile Convulsions Plus;Migraine;Benign Neonatal Familial Convulsion
88	H01589	Systemic primary carnitine deficiency	NO_DATA	E71.3	E	71.3	E70-E90	KMN374;KMN375;KMN376;KMN377;KMN378;KMN379;KMN381;KMN382;KMN384;KMN385;KMN386;KMN390;KMN392;KMN393;KMN394;KMN396;KMN397;KMN401;KMN402;KMN403;KMN404;KMN405;KMN408;KMN409;KMN410;KMN411;KMN412;KMN416;KMN417;KMN419;KMN420;KMN421;KMN422;KMN423;KMN429;KMN430;KMN435;KMN438;KMN439;KMN440;KMN441;KMN444;KMN445;KMN446;KMN447;KMN448;KMN451;KMN453;KMN454;KMN456;KMN459;KMN460;KMN461;KMN462;KMN464;KMN465;KMN470;KMN471;KMN472;KMN473;KMN474;KMN475;KMN477;KMN478;KMN479;KMN480;KMN481;KMN482;KMN483;KMN484;KMN485;KMN486;KMN487;KMN488;KMN489;KMN490;KMN491;KMN492;KMN493;KMN495;KMN496;KMN497;KMN499;KMN500;KMN501;KMN502;KMN505;KMN506;KMN507;KMN508;KMN509;KMN510;KMN511;KMN512;KMN514;KMN518;KMN520;KMN521;KMN522;KMN523;KMN524;KMN525;KMN526;KMN527;KMN528;KMN529;KMN530;KMN531;KMN532;KMN533;KMN534;KMN535;KMN536;KMN537;KMN538;KMN539;KMN540;KMN541;KMN542;KMN543;KMN544;KMN547;KMN548;KMN551;KMN552;KMN553;KMN554;KMN555;KMN556;KMN557;KMN559;KMN560;KMN563;KMN564;KMN565;KMN568;KMN569;KMN570;KMN571;KMN572	3-Oxothiolase Deficiency;3-Hydroxy-3-methylglutaric Aciduria;3-Methylcrotonyl Glycinuria;3-Methylglutaconic Aciduria Type I;4-Hydroxybutyric Aciduria;Beta-mercaptolactate-cysteine disulfiduria;GM2-ganglioside activator deficiency;GTP Cyclohydrolase I Deficiency;PRPP synthetase super-activity;PRPP synthetase deficiency;X-Linked Hypophosphatemic Rickets;ApoA-I Deficiency;Arginase Deficiency;Argininosuccinic Acidemia;alpha-Ketoadipic Acidemia;alpha1 Antitrypsin Deficiency;Andersen's Syndrome;Wolman Disease;Galactosemia with Uridyl Transferase Deficiency;Uridine Diphosphate Galactose 4-Epimerase Deficiency;Ureidopropionase Deficiency;Urocanic Aciduria;CPT II Deficiency;Carnitine Deficiency;Carnosinase deficiency;Carbamylphosphate Synthase Deficiency;Carbinolamine Dehydratase Deficiency;Glucose-Galactose Malabsorption;Glucose-Transport Defect;Glutaric Acidemia Type II;Glutaric Acidemia Type I;Cholesteryl Ester Storage Disease;CETP Deficiency;Sarcosinemia;Citrullinemia Type II;Citrullinemia Type I;Sulfocysteinuria;Thymidine Phosphorylase Deficiency;Tyrosinemia Type III;Tyrosinemia Type II;Tyrosinemia Type I;ALA-Dehydratase-Deficient Porphyria;Tryptophan Malabsorption;Tryptophanuria;Niemann-Pick Disease;Hartnup Disease;Histidinuria;HPRT Deficiency;Pyrimidine 5'-Nucleotidase Deficiency;Farber Disease;Fanconi Syndrome;Phenylketonuria Type III;Phenylketonuria Type II;Phenylketonuria Type I;Fructose 1,6-diphosphatase Deficiency;Fructose 1,6-bisphosphate Aldolase A Deficiency;beta-Enolase Deficiency;Hawkinsinuria;Phosphoglycerate Kinase Deficiency;Phosphoglycerate Dehydrogenase Deficiency;Phosphoglycerate Mutase Deficiency;Homocarnosinosis;Homocystinuria and Methylmalonic Acidemia;Formiminoglutamic Aciduria;Myoadenylate Deaminase Deficiency;Mucolipidoses-III;Mucolipidoses-II;Mucopolysaccharidosis IH/S;Mucopolysaccharidosis IH;Mucopolysaccharidosis IIIA;Mucopolysaccharidosis IIIB;Mucopolysaccharidosis IIIC;Mucopolysaccharidosis IIID;Mucopolysaccharidosis II;Mucopolysaccharidosis IS;Mucopolysaccharidosis IVA;Mucopolysaccharidosis IVB;Mucopolysaccharidosis VII;Mucopolysaccharidosis VI;Metabolic Syndrome;Methionine Malabsorption;Methylmalonic Acidemia;Lysinuria;Lipoamide dehydrogenasee deficieny;Lipoprotein Lipase Deficiency;LCAT Deficiency;Hereditary Xanthinuria;Hereditary Coproporphyria;Hereditary Vitamin D-resistant Rickets;Hereditary Aceruloplasminemia;Familial Apolipoprotein C-II Deficiency;Familial Dysbetalipoproteinemia;Familial Defective ApoB-100;Familial Hyperalphalipoproteinemia;Familial Hypertriglyceridemia;Activation-Induced Cytidine Deaminase Deficiency;Hepatoerythropoietic porphyria;Glycogen Storage Disease 0;Glycogen Storage Disease III;Glycogen Storage Disease IV;Glycogen Storage Disease IX;Glycogen Storage Disease I;Glycogen Storage Disease VI;Glycogen Storage Disease XI;Pseudohypoaldosteronism;Acute Intermittent Porphyria;Glycogen Storage Disease II;Glycogen Storage Disease VII;Glycogen Storage Disease V;Primary Lactase Deficiency;Primary Hypoalphalipoproteinemia;Classic Cystinuria;Hyper Lp(a) lipoproteinemia;Hyperornithinemia-Hyperammonemia-Homocitrullinuria;Hypercystinuria;Hyperoxaluria Type II;Hyperoxaluria Type I;Hypervalinemia;Hyperhydroxyprolinemia;Hyperprolinemia Type II;Hyperprolinemia Type I;Hyperleucine-Isoleucinemia;Hyperuricemia;Autosomal Recessive Hypercholesterolemia;Neuronal ceroid-lipofuscinosis;Erythropoietic Protoporphyria;Congenital Chloridorrhea;Congenital Homocystinuria Syndrome;Congenital Erythropoietic Porphyria;Polygenic Hypercholesterolemia;Multiple Carboxylase/Biotinidase Deficiency;Variegate Porphyria;Hypouricemia;Dibasic Aminoaciduria;Lactate Dehydrogenase Deficiency;Albinism (oculocutaneous);Porphyria Cutanea Tarda;Nonketotic hyperglycinemia-type I;Essential Fructosuria;Essential pentosuria
89	H01590	Chronic eosinophilic leukemia	NO_DATA	D47.5	D	47.5	D37-D48	KMN154;KMN157;KMN158;KMN159;KMN160;KMN161;KMN164;KMN166;KMN167;KMN168;KMN169;KMN170;KMN171;KMN172;KMN173;KMN174;KMN175;KMN176;KMN177;KMN179	Gastrinoma;Pituitary Tumor;Familial Paraganglioma Syndrome;Teratoma;Hemangioblastoma;Goiter;GIST;Meningiomas;Desmoplastic Small Round-cell Tumor;Adenoid-cystic carcinoma;Multiple Endocrine Neoplasia Type 1;Multiple Endocrine Neoplasia Type 2;Craniopharyngioma;Soft Tissue Tumor;Brain Tumor;Refractory anemia;Juxtaglomerular Cell Tumor;Chronic Idiopathic Myelofibrosis;Epithelioid Hemangioendothelioma;Granulosa Cell Tumor
90	H01591	Gastrotintestinal stromal tumor	NO_DATA	C26	C	26.0	C15-C26	KMN16;KMN23;KMN24	Hereditary Nonpolyposis Colon Cancer;Pancreatic Endocrine Tumor;Nesidioblastosis of Pancreas
91	H01595	Cutaneous lupus erythematosus	NO_DATA	L93	L	93.0	L80-L99	KMN785;KMN786	Papular Mucinosis;Lichen Myxedematosus
92	H01599	Hypereosinophilic syndrome	NO_DATA	D47.5	D	47.5	D37-D48	KMN154;KMN157;KMN158;KMN159;KMN160;KMN161;KMN164;KMN166;KMN167;KMN168;KMN169;KMN170;KMN171;KMN172;KMN173;KMN174;KMN175;KMN176;KMN177;KMN179	Gastrinoma;Pituitary Tumor;Familial Paraganglioma Syndrome;Teratoma;Hemangioblastoma;Goiter;GIST;Meningiomas;Desmoplastic Small Round-cell Tumor;Adenoid-cystic carcinoma;Multiple Endocrine Neoplasia Type 1;Multiple Endocrine Neoplasia Type 2;Craniopharyngioma;Soft Tissue Tumor;Brain Tumor;Refractory anemia;Juxtaglomerular Cell Tumor;Chronic Idiopathic Myelofibrosis;Epithelioid Hemangioendothelioma;Granulosa Cell Tumor
93	H01600	Parkinsonian syndrome	NO_DATA	G20	G	20.0	G20-G26	KMN594;KMN596;KMN598;KMN600;KMN601;KMN602	DOPA-responsive Dystonia;Hereditary progressive dystonia;Opsoclonus-Myoclonus;Early-onset torsion dystonia;Idiopathic Torsion Dystonia;Chorea
94	H01600	Parkinsonian syndrome	NO_DATA	G21	G	21.0	G20-G26	KMN594;KMN596;KMN598;KMN600;KMN601;KMN602	DOPA-responsive Dystonia;Hereditary progressive dystonia;Opsoclonus-Myoclonus;Early-onset torsion dystonia;Idiopathic Torsion Dystonia;Chorea
95	H01602	Gastroesophageal reflux disease	NO_DATA	K21	K	21.0	K20-K31	KMN758;KMN759;KMN760;KMN761	Type A Gastritis;Menetrier's Disease;Gastroesophageal regurgitation;Peptic Ulcer Disease
96	H01604	Polymyositis and dermatomyositis	NO_DATA	M33	M	33.0	M30-M36	KMN797;KMN798;KMN800;KMN806;KMN809;KMN810	Wegener's Granulomatosis;Goodpasture's Syndrome;Behcet's Syndrome;Anti-Glomerular Basement Membrane Disease;Polymyositis;Dermatomyositis
97	H01606	Polymyalgia rheumatica	NO_DATA	M35.3	M	35.3	M30-M36	KMN797;KMN798;KMN800;KMN806;KMN809;KMN810	Wegener's Granulomatosis;Goodpasture's Syndrome;Behcet's Syndrome;Anti-Glomerular Basement Membrane Disease;Polymyositis;Dermatomyositis
98	H01608	Cervical dystonia	Spasmodic torticollis	G24.3	G	24.3	G20-G26	KMN594;KMN596;KMN598;KMN600;KMN601;KMN602	DOPA-responsive Dystonia;Hereditary progressive dystonia;Opsoclonus-Myoclonus;Early-onset torsion dystonia;Idiopathic Torsion Dystonia;Chorea
99	H01609	Insomnia	NO_DATA	F51.0	F	51.0	F50-F59	KMN577	Anorexia Nervosa
100	H01609	Insomnia	NO_DATA	G47.0	G	47.0	G40-G47	KMN616;KMN617;KMN619;KMN621;KMN622;KMN623;KMN624;KMN625;KMN626	Miller-Dieker's syndrome;Epilepsy Syndrome;Familial Hemiplegic Migraine;Sleep Apnea;MERRF Syndrome;Severe myoclonic epilepsy of infancy;Generalized Epilepsy with Febrile Convulsions Plus;Migraine;Benign Neonatal Familial Convulsion
101	H01611	Alcohol dependence	NO_DATA	F10.2	F	10.2	NO_DATA	NO_DATA	NO_DATA
102	H01611	Alcohol dependence	NO_DATA	F10.5	F	10.5	NO_DATA	NO_DATA	NO_DATA
103	H01615	Irritable bowel syndrome	NO_DATA	K58	K	58.0	K55-K63	KMN764	Mesenteric Venous Thrombosis
104	H01621	Pulmonary arterial hypertension	NO_DATA	I27	I	27.0	I26-I28	KMN729;KMN730	Pulmonary Thromboembolism;Pulmonary Embolism
105	H01629	Chronic arterial occlusive disease	NO_DATA	I74	I	74.0	I70-I79	KMN742	Aneurysm
106	H01630	Patent ductus arteriosus	NO_DATA	Q25.0	Q	25.0	Q20-Q28	KMN853	Congenital Heart Disease
107	H01631	Acute heart failure	NO_DATA	I11	I	11.0	I10-I15	KMN711;KMN712;KMN714;KMN715;KMN716;KMN717;KMN718;KMN719	11beta-hydroxysteroid dehydrogenase deficiency;11beta-hydroxylase deficiency;Hypertension under acute psychological stress;Juvenile hypertension;Renovascular Hypertension;Renal Parenchymal Hypertension;Endocrine hypertension;Essential Hypertension
