ENTRY	Name	MeSH	OMIM	ICD-10	ICD-11	MedlinePlus	Alias_Name	Pathway	Gene_symbol	UniProtID	Drug_name	kegg_drugID	DrugBank	CAS	ChEBI	UniProt_count	Symbol_count	DrugBank_count	HMDB_ChEBI	HMDB_ChEBI_count	keymolnet_id
H01602	Gastroesophageal reflux disease	D005764	NO_DATA	K21	DA22	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Cimetidine;Cimetidine hydrochloride;Ranitidine hydrochloride;Famotidine;Nizatidine;Omeprazole;Omeprazole magnesium;Pantoprazole sodium;Lansoprazole;Rabeprazole sodium;Esomeprazole magnesium;Esomeprazole sodium;Esomeprazole strontium;Esomeprazole magnesium dihydrate;Dexlansoprazole;Metoclopramide hydrochloride;Omeprazole and sodium bicarbonate	D00295;D03503;D00673;D00318;D00440;D00455;D05259;D02593;D00355;D00724;D01984;D04056;D10120;D11114;D08903;D05008;D11706	DB00501;DB00501;DB00863;DB00927;DB00585;DB00338;DB00338;DB00213;DB00448;DB01129;DB00736;DB00736;DB01233	51481-61-9;70059-30-2;66357-59-3;76824-35-6;76963-41-2;73590-58-6;95382-33-5;164579-32-2;103577-45-3;117976-90-6;217087-09-7;161796-78-7;934714-36-0;217087-10-0;138530-94-6;54143-57-6;774595-73-2	3699;50362;8777;4975;7601;77260;7772;NA;NA;6375;8769;NA;NA;NA;NA;NA;6899;NA	0.0	0.0	13.0	NO_DATA	0.0	NO_DATA
H01604	Polymyositis and dermatomyositis	D017285;D003882	NO_DATA	M33	4A41.0;4A41.1	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Triamcinolone acetonide;Dexamethasone;Hydrocortisone sodium succinate;Prednisolone sodium phosphate;Prednisone;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Corticotropin;Cortisone acetate	D00983;D00292;D00978;D00981;D00473;D00407;D00751;D00979;D00146;D00973	DB00620;DB01234;DB00860;DB00635;DB00959;DB00959;DB00959;DB01285;DB01380	76-25-5;50-02-2;125-04-2;125-02-0;NA;83-43-2;2375-03-3;53-36-1;9002-60-2;50-04-4	71418;41879;5782;8379;NA;6888;6890;6889;3892;3897	0.0	0.0	9.0	NO_DATA	0.0	NO_DATA
H01606	Polymyalgia rheumatica	D011111	NO_DATA	M35.3	FA22	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Prednisolone sodium phosphate;Prednisone	D00981;D00473	DB00860;DB00635	125-02-0;NA	8379;NA	0.0	0.0	2.0	NO_DATA	0.0	NO_DATA
H01608	Cervical dystonia	D014103	NO_DATA	G24.3	8A02.0Y	NO_DATA	Spasmodic torticollis	NO_DATA	NO_DATA	NO_DATA	Botulinum toxin type A;Rimabotulinumtoxin B;Onabotulinumtoxin A;Incobotulinumtoxin A	D00783;D02735;D08957;D10012	DB00042	93384-43-1;93384-44-2;NA;93384-43-1	3160;NA;NA;NA	0.0	0.0	1.0	NO_DATA	0.0	NO_DATA
H01609	Insomnia	D007319	NO_DATA	F51.0;G47.0	7A00;7A01	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Diphenhydramine hydrochloride;Doxepin hydrochloride;Phenobarbital sodium;Secobarbital sodium;Estazolam;Triazolam;Temazepam;Quazepam;Zolpidem tartrate;Zaleplon;Eszopiclone;Ramelteon;Suvorexant;Lemborexant	D00669;D00814;D00701;D01310;D00311;D00387;D00370;D00457;D00706;D00530;D02624;D02689;D10082;D11022	DB01075;DB01142;DB00418;DB01215;DB00897;DB00231;DB01589;DB00425;DB00962;DB00402;DB00980	147-24-0;1229-29-4;57-30-7;309-43-3;29975-16-4;28911-01-5;846-50-4;36735-22-5;99294-93-6;151319-34-5;138729-47-2;196597-26-9;1030377-33-3;1369764-02-2	4637;4711;8070;32124;4858;9674;9435;8694;10126;10102;53760;NA;82698;NA	0.0	0.0	11.0	NO_DATA	0.0	NO_DATA
H01611	Alcohol dependence	D000437	103780	F10.2;F10.5	6C40.2	NO_DATA	NO_DATA	hsa05034  Alcoholism	GNB5;SHC4;CREB3;PRKACA;DRD1;GNG10;GNG8;CREB3L1;ADH1B;CREB3L4;SLC6A3;H2AC11;HDAC2;SLC18A1;GNAO1;GNG4;GNG11;H2AC4;CREB3L3;GRIN3A;H3C8;H2BC4;H2BC14;GNB3;SHC1;HDAC4;SLC29A3;MACROH2A2;PRKACG;H2AC16;HDAC10;HDAC5;HDAC7;GNAI2;GNGT2;CALM1;H4C7;H2AC1;H2AW;H4C13;GRIN2D;H2AZ2;H2BC17;CREB5;H2AB1;CALML3;H2AC15;CALML4;H2BC5;H4C15;H4C8;H2BC12;H2BC21;H3C12;H2BC10;H3C10;H4C3;ADORA2B;H3C15;SHC2;H2AC7;ALDH2;GNAS;H3C14;PPP1CB;H2AC21;H3C2;H2BC15;CALML5;H2BW2;H4C6;H2BS1;GABRA2;GNAI3;PPP1CA;H4-16;GNGT1;H2BC9;HDAC1;CALML6;HDAC6;H3-4;H4C4;HRAS;H2BC1;GRIN2B;NPY;SHC3;GRIN2A;DRD2;PKIA;ATF6B;KRAS;H3C13;SLC29A1;HDAC3;H2BW1;H3C6;H2AC14;ATF4;CAMKK2;H2BC6;SOS1;H2AB3;GNG2;ARAF;H2BC8;H2AC19;H3C4;H4C2;H4C5;H4C14;H4C11;H3C7;TAS2R16;CAMK4;H2AC20;H2AC13;BRAF;DDC;SLC18A2;H3C1;ADORA2A;H3C11;GNG12;H2AX;GNG13;GNB4;H2BU1;HDAC8;H2AC17;H2BC18;H3C3;MACROH2A1;GNB2;H2BE1;CREB3L2;OPRM1;NTRK2;GNG7;TH;H2BC3;H2BC13;H4C1;HTR2A;SOS2;H3-3B;BDNF;H2AC8;GNB1;CREB1;CRH;MAPK1;PDYN;PRKACB;ATF2;MAPK3;H2AC18;H3-5;NRAS;CALM2;MAOB;HDAC11;ADCY5;GRB2;H4C12;H2AZ1;H2BC7;H2BC11;H3-3A;SLC29A2;HDAC9;HAT1;GRIN2C;GNG5;FOSB;CALM3;GRIN3B;H2AC6;H2AC12;H2AB2;H4C9;GNAI1;RAF1;MAP2K1;ADH1C;GRIN1;GNG3;PPP1R1B;H2AJ;PPP1CC;CAMKK1;MAOA	O14775;Q14957;P09471;P33778;P04049;P04899;Q16777;A4FTV9;X5DNB4;P50151;Q6IT96;P10398;P17612;P62879;B2R5B6;Q13224;B1APZ0;B2RB89;Q16695;P21728;O60262;P0DP25;Q9UQL6;Q92529;P0DP24;P0C0S5;P21397;Q96GE6;P22612;P08754;Q9NZT1;Q99880;Q05586;Q53YE7;Q96A08;Q08AJ9;P62805;P61925;Q9UBN7;Q9BY41;B2R4P9;Q8N5S9;A0A024R017;P01303;P06899;Q9UD71;O60814;P0C0S8;Q8TEY5;P20711;Q05940;Q5QNW6;A0A024R3C5;A0A0S2Z3N4;B4DJ51;A0A024R178;Q9HAV0;A0A024R5V3;P63218;Q9P0M6;A0A024RBP2;O14929;O14610;A3KPC7;P27361;W0TYI6;P63092;Q8N257;B3KVQ9;P29275;Q8TD86;B3KVQ4;Q6NXT2;Q96DB2;P59768;Q93077;A0A024R0P6;Q9UBI6;Q5U091;Q59G17;P84243;P15336;A0A024R7Y9;A0A024R7J0;P98077;Q96BA8;P28223;G8XRH5;V9HW04;Q9NYV7;P22694;O15398;A0A024QZ26;Q16778;A0A384NPN7;P28482;Q13547;B3KP24;A0A024QZZ7;O15399;Q68D60;A0A024R156;L7RXH5;L7RSL8;O75367;Q5F0I5;A4QPA9;O43889;L7RRS6;Q96KK5;Q99878;Q71UI9;P15056;P63215;A0A024RCJ2;P20671;Q14542;F1T0G5;Q9UK08;Q548C2;Q8N6I9;Q07889;A0A0E3SU01;Q96QV6;Q99525;B2RA75;Q93079;Q02750;A0A024QZP6;B2R4R0;Q9BTM1;B0LPF3;I1SRC5;Q9BZD2;P29274;Q70SY1;A0A024RBQ0;P0C5Y9;P54219;O95622;Q02930;A4D158;B3KP89;Q99879;A0A0S2Z478;Q8WUI4;P27482;Q7Z2G1;P0C1H6;Q499G7;A0A024RAS2;P63096;V9HW50;P14416;Q6AZW6;P58876;Q16566;Q16620;Q6S5L8;P01213;P29353;O95467;B2R4S9;Q9UKV0;Q53Y41;Q53Y01;P16220;P35372;A0A384P5Q5;Q53X93;P78428;P00325;P47869;A0A024R9X6;Q99808;P05091;P0C5Z0;B2R5B3;Q92769;P62807;P01112;P0DP23;P62140;Q8IUE6;P63211;P01116;B7Z2C7;Q53H37;Q8TCU5;Q68CJ9;Q07890;Q12879;Q969S8;O15379;P06850;Q5VWE5;Q6FI13;Q96GL6;P18848;P04908;O60391;Q71DI3;Q01959;A0A024RCJ9;Q547U9;Q99941;Q9P2W3;P53539;Q7L7L0;P36873;P50150;A0A140VJJ8;P00326;Q99877;P62993;A0A0S2Z3H8;Q1HBJ4;Q49A63;P68431;Q6FHM2;P16520;A0A024RCL8;P23527;P16104;P62136;X5D945;P27338;P07101;Q96RR4;P23560;P56524;P61952;P01111;P62873	Chlordiazepoxide hydrochloride;Disulfiram;Acamprosate calcium;Naltrexone;Naltrexone hydrochloride	D00693;D00131;D02780;D05113;D02095	DB00475;DB00822;DB00659;DB00704;DB00704	438-41-5;97-77-8;77337-73-6;16590-41-3;16676-29-2	3612;4659;51042;7465;134687	234.0	193.0	5.0	NO_DATA	0.0	NO_DATA
H01615	Irritable bowel syndrome	D043183	614616	K58	DD91.0	NO_DATA	NO_DATA	NO_DATA	GUCY2C	P25092	Dicyclomine hydrochloride;Alosetron hydrochloride;Hyoscyamine sulfate;Chlordiazepoxide hydrochloride and clidinium bromide;Lubiprostone;Linaclotide;Plecanatide;Tenapanor hydrochloride;Eluxadoline	D00717;D02829;D00719;D10247;D04790;D09355;D09948;D11653;D10403	DB00804;DB00969;DB00424;DB01046	67-92-5;122852-69-1;6835-16-1;NA;333963-40-9;851199-59-2;467426-54-6;1234365-97-9;864821-90-9	4515;53783;NA;NA;34945;68551;NA;NA;85980	1.0	1.0	4.0	NO_DATA	0.0	NO_DATA
H01621	Pulmonary arterial hypertension	D065627	NO_DATA	I27	BB01.0	NO_DATA	NO_DATA	NO_DATA	BMPR2;ENG;KCNK3;ACVRL1;EIF2AK4;SMAD9;CAV1	Q03135;Q96CG0;Q9P2K8;P37023;A0A024R878;O15198;O14649;Q2TNI1;Q59E85;Q13873;A0A0S2Z310;P17813	Epoprostenol;Epoprostenol sodium;Iloprost;Treprostinil;Treprostinil diolamine;Selexipag;Bosentan;Ambrisentan;Macitentan;Riociguat;Sildenafil;Sildenafil citrate;Tadalafil;Nitric oxide	D00106;D01337;D02721;D06213;D10430;D09994;D01227;D07077;D10135;D09572;D08514;D02229;D02008;D00074	DB01240;DB01240;DB01088;DB00374;DB00559;DB00203;DB00203;DB00820;DB00435	35121-78-9;61849-14-7;78919-13-8;81846-19-7;830354-48-8;475086-01-2;157212-55-0;177036-94-1;441798-33-0;625115-55-1;139755-83-2;171599-83-0;171596-29-5;10102-43-9	15552;31548;63916;50861;NA;90844;31300;NA;76607;76018;9139;58987;71940;16480	12.0	7.0	9.0	NO_DATA	0.0	NO_DATA
H01629	Chronic arterial occlusive disease	D001157	NO_DATA	I74	BD40;BD41;BD42	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Pentoxifylline	D00501	DB00806	6493-05-6	7986	0.0	0.0	1.0	NO_DATA	0.0	NO_DATA
H01630	Patent ductus arteriosus	D004374	607411;617035;617039;132900;611788	Q25.0	LA8B.4	NO_DATA	NO_DATA	NO_DATA	ACTA2;MYH11;TFAP2B;PRDM6	Q92481;A0A024QZJ4;D2JYH4;Q9NQX0;P62736;P35749	Ibuprofen lysine	D06606	DB01050	57469-77-9	NO_DATA	6.0	4.0	1.0	NO_DATA	0.0	NO_DATA
H01631	Acute heart failure	D006333	NO_DATA	I11;I13;I43;I50;I51;P29	BD1Y	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Milrinone lactate;Sodium nitroprusside	D02085;D00614	DB00235;DB00325	100286-97-3;13755-38-9	34850;9179	0.0	0.0	2.0	NO_DATA	0.0	NO_DATA
H01633	High blood pressure	D006973	NO_DATA	I10	BA00	NO_DATA	Hypertension	NO_DATA	CYP11B2;SCNN1G;HSD11B2;NR3C2;SCNN1B;CYP11B1	Q8TDD0;P08235;P51168;B0ZBF6;B2R812;P80365;A5X2V1;P51170;P15538;P19099	Methyldopa;Clonidine hydrochloride;Guanfacine hydrochloride;Mecamylamine hydrochloride;Prazosin hydrochloride;Doxazosin mesylate;Hydralazine hydrochloride;Minoxidil;Methyldopa and hydrochlorothiazide;Clonidine and chlorthalidone;Hydrochlorothiazide;Chlorothiazide;Methyclothiazide;Chlorthalidone;Indapamide;Furosemide;Torsemide;Spironolactone;Eplerenone;Hydrochlorothiazide and triamterene;Spironolactone and hydrochlorothiazide;Amiloride hydrochloride and hydrochlorothiazide;Phenoxybenzamine hydrochloride;Diltiazem hydrochloride;Pindolol;Propranolol hydrochloride;Nadolol;Metoprolol tartrate;Metoprolol succinate;Atenolol;Acebutolol hydrochloride;Betaxolol hydrochloride;Bisoprolol fumarate;Esmolol hydrochloride;Nebivolol hydrochloride;Labetalol hydrochloride;Carvedilol;Carvedilol phosphate;Propranolol hydrochloride and hydrochlorothiazide;Nadolol and bendroflumethiazide;Metoprolol and hydrochlorothiazide;Bisoprolol fumarate and hydrochlorothiazide;Atenolol and chlorthalidone;Amlodipine besylate;Amlodipine benzoate;Felodipine;Isradipine;Nicardipine hydrochloride;Nifedipine;Nisoldipine;Clevidipine;Amlodipine and celecoxib;Verapamil hydrochloride;Captopril;Enalapril maleate;Lisinopril;Perindopril erbumine;Ramipril;Quinapril hydrochloride;Benazepril hydrochloride;Fosinopril sodium;Trandolapril;Moexipril hydrochloride;Captopril and hydrochlorothiazide;Enalapril maleate and hydrochlorothiazide;Hydrochlorothiazide and lisinopril;Quinapril hydrochloride and hydrochlorothiazide;Benazepril hydrochloride and hydrochlorothiazide;Fosinopril and hydrochlorothiazide;Moexipril hydrochloride and hydrochlorothiazide;Perindopril and amlodipine;Trandolapril and verapamil hydrochloride;Losartan potassium;Eprosartan mesylate;Valsartan;Irbesartan;Candesartan cilexetil;Telmisartan;Olmesartan medoxomil;Azilsartan medoxomil;Azilsartan kamedoxomil;Losartan potassium and hydrochlorothiazide;Eprosartan mesylate and hydrochlorothiazide;Valsartan and hydrochlorothiazide;Irbesartan and hydrochlorothiazide;Candesartan cilexetil and hydrochlorothiazide;Telmisartan and hydrochlorothiazide;Olmesartan medoxomil and hydrochlorothiazide;Azilsartan medoxomil and chlorthalidone;Valsartan and amlodipine besilate;Amlodipine besylate and olmesartan medoxomil;Telmisartan and amlodipine besilate;Amlodipine, valsartan and hydrochlorothiazide;Olmesartan medoxomil, amlodipine besylate and hydrochlorothiazide;Nebivolol and valsartan;Aliskiren fumarate;Aliskiren hemifumarate and hydrochlorothiazide;Amlodipine besilate and atorvastatin calcium;Terazosin hydrochloride anhydrous;Enalaprilat;Methyldopate hydrochloride;Amlodipine and benazepril;Levamlodipine maleate	D00405;D00604;D00606;D00611;D00609;D00608;D01302;D00418;D10267;D10591;D00340;D00519;D00656;D00272;D00345;D00331;D00382;D00443;D01115;D10269;D10270;D10271;D00507;D00616;D00513;D00483;D00432;D00601;D00635;D00235;D00597;D00598;D00634;D00644;D06622;D00600;D00255;D03415;D10274;D10272;D10273;D10275;D10592;D00615;D11881;D00319;D00349;D00617;D00437;D00618;D08892;D11705;D00619;D00251;D00621;D00362;D00624;D00421;D00459;D00620;D00622;D00383;D00623;D10276;D10277;D10268;D10278;D10279;D10280;D10281;D11581;D10282;D00357;D02082;D00400;D00523;D00626;D00627;D01204;D08067;D08865;D07895;D10283;D09197;D10249;D09196;D09219;D10284;D10589;D09745;D10285;D09743;D10286;D10288;D11388;D06412;D10289;D08488;D11585;D03769;D04997;D11069;D11723	DB00968;DB00575;DB01018;DB00657;DB00457;DB00590;DB01275;DB00350;DB00999;DB00880;DB00232;DB00310;DB00808;DB00695;DB00214;DB00421;DB00700;DB00925;DB00343;DB00960;DB00571;DB01203;DB00264;DB00335;DB01193;DB00195;DB00612;DB00187;DB00598;DB01136;DB01136;DB00381;DB01023;DB00270;DB00622;DB01115;DB00401;DB00661;DB01197;DB00584;DB00790;DB00178;DB00881;DB00542;DB00492;DB00519;DB00691;DB00678;DB00876;DB00177;DB01029;DB00796;DB00966;DB00275	41372-08-1;4205-91-8;29110-48-3;826-39-1;19237-84-4;77883-43-3;304-20-1;38304-91-5;NA;NA;58-93-5;58-94-6;135-07-9;77-36-1;26807-65-8;54-31-9;56211-40-6;52-01-7;107724-20-9;NA;NA;NA;63-92-3;33286-22-5;13523-86-9;318-98-9;42200-33-9;56392-17-7;98418-47-4;29122-68-7;34381-68-5;63659-19-8;104344-23-2;81161-17-3;152520-56-4;32780-64-6;72956-09-3;610309-89-2;NA;NA;NA;NA;NA;111470-99-6;NA;72509-76-3;75695-93-1;54527-84-3;21829-25-4;63675-72-9;167221-71-8;NA;152-11-4;62571-86-2;76095-16-4;83915-83-7;107133-36-8;87333-19-5;82586-55-8;86541-74-4;88889-14-9;87679-37-6;82586-52-5;NA;NA;NA;NA;NA;NA;NA;NA;NA;124750-99-8;144143-96-4;137862-53-4;138402-11-6;145040-37-5;144701-48-4;144689-63-4;863031-21-4;863031-24-7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;173334-58-2;NA;NA;63074-08-8;84680-54-6;2508-79-4;NA;135969-53-8	NA;3758;5559;6707;8365;4709;31672;6942;NA;NA;5778;3640;6847;3654;5893;47426;9637;9241;31547;NA;NA;NA;8078;645509;8214;8500;7444;6906;6905;2904;2380;643228;3128;4857;132912;6344;3441;NA;NA;NA;NA;NA;NA;2669;NA;585948;6073;7551;7565;7577;76917;NA;NA;53188;3380;4785;6503;8025;8774;8714;3012;5164;9649;6961;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48409;9927;5959;3348;9434;31932;68845;68847;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53777;NA;NA;NA;59877;NA;NA;NA	10.0	6.0	54.0	NO_DATA	0.0	NO_DATA
H01634	Peptic ulcer	D010437	NO_DATA	K25;K26;K27;K28	DA60;DA61;DA62;DA63	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Cimetidine;Cimetidine hydrochloride;Ranitidine hydrochloride;Famotidine;Nizatidine;Misoprostol;Omeprazole;Omeprazole magnesium;Lansoprazole;Rabeprazole sodium;Esomeprazole magnesium;Esomeprazole sodium;Esomeprazole strontium;Esomeprazole magnesium dihydrate;Sucralfate;Glycopyrrolate;Propantheline bromide;Hyoscyamine sulfate;Chlordiazepoxide hydrochloride and clidinium bromide;Ibuprofen and famotidine;Naproxen and esomeprazole magnesium;Methscopolamine bromide;Omeprazole and sodium bicarbonate	D00295;D03503;D00673;D00318;D00440;D00419;D00455;D05259;D00355;D00724;D01984;D04056;D10120;D11114;D00446;D00540;D00481;D00719;D10247;D11575;D11576;D00715;D11706	DB00501;DB00501;DB00863;DB00927;DB00585;DB00929;DB00338;DB00338;DB00448;DB01129;DB00736;DB00736;DB00364;DB00986;DB00782;DB00424;DB00462	51481-61-9;70059-30-2;66357-59-3;76824-35-6;76963-41-2;59122-46-2;73590-58-6;95382-33-5;103577-45-3;117976-90-6;217087-09-7;161796-78-7;934714-36-0;217087-10-0;NA;596-51-0;50-34-0;6835-16-1;NA;1011231-26-7;NA;155-41-9;774595-73-2	3699;50362;8777;4975;7601;63610;77260;7772;NA;6375;8769;NA;NA;NA;NA;NA;5494;8482;NA;NA;NA;NA;61276;6845;NA	0.0	0.0	17.0	NO_DATA	0.0	NO_DATA
H01635	Hyperlipidemia	D006949	238600;207750;143890;144250;144650	E78	5C80	NO_DATA	NO_DATA	NO_DATA	EPHX2;APOA5;LDLR;APOC2;GSBS;APOA2;GHR;LPL	A0A024R0T9;A0A1B1RVA9;Q6Q788;P02652;P01130;P34913;P10912;O96001;P02655;P06858;A0A0B4RUS7;A0A024R7D5	Niacin;Simvastatin;Lovastatin;Pravastatin sodium;Fluvastatin sodium;Atorvastatin calcium;Atorvastatin calcium propylene glycol solvate;Pitavastatin calcium;Gemfibrozil;Fenofibrate;Choline fenofibrate;Cholestyramine resin;Colestipol hydrochloride;Colesevelam hydrochloride;Ezetimibe;Evolocumab;Alirocumab;Niacin and lovastatin;Ezetimibe and simvastatin;Amlodipine besilate and atorvastatin calcium;Pitavastatin magnesium;Fenofibric acid	D00049;D00434;D00359;D00893;D00892;D02258;D11095;D01862;D00334;D00565;D08890;D02690;D02113;D03582;D01966;D10557;D10335;D10292;D10257;D08488;D11092;D11579	DB00627;DB00641;DB00227;DB00175;DB01095;DB01241;DB01039;DB00375;DB00930;DB00973	59-67-6;79902-63-9;75330-75-5;81131-70-6;93957-55-2;344423-98-9;1040350-07-9;147526-32-7;25812-30-0;49562-28-9;856676-23-8;11041-12-6;37296-80-3;182815-44-7;163222-33-1;1256937-27-5;1420806-15-0;1245916-14-6;NA;NA;NA;NA;42017-89-0	15940;9150;40303;8361;5137;2911;NA;71258;5296;5001;NA;NA;59602;59599;49040;NA;NA;NA;NA;NA;NA;NA	12.0	8.0	10.0	16113;15903;16113	3.0	NO_DATA
H01637	Hypertriglyceridemia	D015228	144250;617347	E78.1;E78.2;E78.4	5C80.1	NO_DATA	NO_DATA	NO_DATA	APOE;LPL;USF1	P02649;A0A1B1RVA9;A0A0S2Z3D5;P06858;A0A0S2Z4U5;P22415	Niacin;Rosuvastatin calcium;Fenofibrate;Choline fenofibrate;Icosapent ethyl;Omega-3-acid ethyl esters;Fenofibric acid	D00049;D01915;D00565;D08890;D01892;D05255;D11579	DB00627;DB01098;DB01039	59-67-6;147098-20-2;49562-28-9;856676-23-8;86227-47-6;NA;42017-89-0	15940;77249;5001;NA;31570;84883;NA;NA	6.0	3.0	3.0	NO_DATA	0.0	NO_DATA
H01638	Neuropathic pain	D009437	NO_DATA	M79.2	8E43.0	NO_DATA	Neuralgia	NO_DATA	NO_DATA	NO_DATA	Carbamazepine	D00252	DB00564	298-46-4	3387	0.0	0.0	1.0	NO_DATA	0.0	NO_DATA
H01640	Uterine leiomyoma	D007889	150699	D25	2E86.0	NO_DATA	Fibroid	NO_DATA	HMGA2;Fumarate hydratase;COL4A6-COL4A5;MED12	P29400;P52926;P07954;Q93074;Q49AM6;A7MBN3;A0A0S2Z4C3;Q14031	Leuprolide acetate	D00989	DB00007	74381-53-6	63597	8.0	4.0	1.0	NO_DATA	0.0	NO_DATA
H01641	Dry eye desease	D015352	NO_DATA	H04.1	9A79	NO_DATA	Keratoconjunctivitis sicca	NO_DATA	NO_DATA	NO_DATA	Cyclosporine;Lifitegrast;Hydroxypropyl cellulose	D00184;D10374;D04478	DB00091;DB00840	59865-13-3;1025967-78-5;9004-64-2	4031;133023;NA	0.0	0.0	2.0	NO_DATA	0.0	NO_DATA
H01642	Renal anemia	D007676	NO_DATA	N19	3A71.2	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Epoetin alfa;Darbepoetin alfa;Epoetin beta pegol	D03231;D03651;D09998	DB00016;DB00012	113427-24-0;209810-58-2;677324-53-7	NA;NA;NA	0.0	0.0	2.0	NO_DATA	0.0	NO_DATA
H01645	Hyperthyroidism	D006980;D013971	NO_DATA	E05	5A02	NO_DATA	Thyrotoxicosis	NO_DATA	NO_DATA	NO_DATA	Propylthiouracil;Methimazole;Phenobarbital sodium;Sodium iodide I 131	D00562;D00401;D00701;D02259	DB00550;DB00763	51-52-5;60-56-0;57-30-7;7790-26-3	8502;50673;8070;NA	0.0	0.0	2.0	NO_DATA	0.0	NO_DATA
H01646	Major depressive disorder	D003863	608516	F32;F33	6A70;6A71	NO_DATA	NO_DATA	NO_DATA	HTR2A;FKBP5;MDD1;TPH2;MDD2	Q13451;P28223;Q8IWU9	Selegiline;Aripiprazole;Brexpiprazole;Desipramine hydrochloride;Imipramine hydrochloride;Imipramine pamoate;Trimipramine maleate;Amitriptyline hydrochloride;Nortriptyline hydrochloride;Protriptyline hydrochloride;Amoxapine;Maprotiline hydrochloride;Fluoxetine hydrochloride;Citalopram hydrobromide;Paroxetine hydrochloride hemihydrate;Paroxetine hydrochloride;Paroxetine mesylate;Sertraline hydrochloride;Escitalopram oxalate;Isocarboxazid;Tranylcypromine sulfate;Trazodone hydrochloride;Nefazodone hydrochloride;Mirtazapine;Bupropion hydrochloride;Bupropion hydrobromide;Venlafaxine hydrochloride;Duloxetine hydrochloride;Desvenlafaxine;Desvenlafaxine succinate;Desvenlafaxine succinate anhydrous;Vilazodone hydrochloride;Vortioxetine hydrobromide;Perphenazine and amitriptyline hydrochloride;Olanzapine and fluoxetine hydrochloride;Levomilnacipran hydrochloride	D03731;D01164;D10309;D00812;D00815;D08071;D02408;D00809;D00816;D00484;D00228;D00818;D00823;D00822;D02260;D05374;D05375;D00825;D02567;D02580;D00826;D00820;D00819;D00563;D00817;D07938;D00821;D01179;D07793;D02570;D11619;D09699;D10185;D10294;D10206;D10133	DB01037;DB01238;DB01151;DB00458;DB00726;DB00321;DB00540;DB00344;DB00543;DB00934;DB00472;DB00215;DB00715;DB00715;DB00715;DB01104;DB01175;DB01247;DB00752;DB00656;DB01149;DB00370;DB01156;DB01156;DB00285;DB00476	14611-51-9;129722-12-9;913611-97-9;58-28-6;113-52-0;10075-24-8;521-78-8;549-18-8;894-71-3;1225-55-4;14028-44-5;10347-81-6;56296-78-7;59729-32-7;NA;78246-49-8;217797-14-3;79559-97-0;219861-08-2;59-63-2;13492-01-8;25332-39-2;82752-99-6;85650-52-8;31677-93-7;905818-69-1;99300-78-4;136434-34-9;93413-62-8;386750-22-7;448904-47-0;163521-08-2;960203-27-4;NA;NA;175131-60-9	9086;31236;NA;4449;5882;NA;35030;2667;7641;8598;2675;6691;5119;3724;NA;7944;NA;9124;NA;NA;9653;9655;7495;6950;3220;NA;9944;31526;83527;NA;NA;70705;76015;NA;NA;NA	3.0	5.0	26.0	545959;16411;27823;805752;27432;50169;846276;17026;28364;2086;28125;16330;28952;28136	14.0	NO_DATA
H01648	Pemphigus	D010392	NO_DATA	L10	EB40	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Cortisone acetate;Rituximab	D00983;D00292;D00975;D00088;D00978;D00472;D00981;D00473;D00407;D00751;D00979;D00973;D02994	DB00620;DB01234;DB01234;DB00741;DB00860;DB00860;DB00635;DB00959;DB00959;DB00959;DB01380;DB00073	76-25-5;50-02-2;2392-39-4;50-23-7;125-04-2;50-24-8;125-02-0;NA;83-43-2;2375-03-3;53-36-1;50-04-4;174722-31-7	71418;41879;4462;17650;5782;8378;8379;NA;6888;6890;6889;3897;NA	0.0	0.0	12.0	NO_DATA	0.0	NO_DATA
H01651	Macular edema	D008269	153880	H35.8	9B75.Y	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Dexamethasone;Aflibercept;Ranibizumab	D00292;D09574;D05697	DB01234;DB01270	50-02-2;862111-32-8;347396-82-1	41879;NA;NA	0.0	0.0	2.0	NO_DATA	0.0	NO_DATA
