ENTRY	Name	MeSH	OMIM	ICD-10	ICD-11	MedlinePlus	Alias_Name	Pathway	Gene_symbol	UniProtID	Drug_name	kegg_drugID	DrugBank	CAS	ChEBI	UniProt_count	Symbol_count	DrugBank_count
H02305	RERE-related neurodevelopmental syndrome	NO_DATA	616975	F88	6A0Y	NO_DATA	Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart	NO_DATA	RERE	Q9P2R6	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02306	Chondrodysplasia with joint dislocations, GPAPP type	NO_DATA	614078	Q77.8	LD24.Y	NO_DATA	NO_DATA	NO_DATA	IMPAD1	A0A024R7W0;Q9NX62	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02307	Muscular dystrophy-dystroglycanopathy	D58494	236670;613155;609308	G71.2	8C70.6	NO_DATA	NO_DATA	NO_DATA	DAG1;POMGNT1;TMEM5;POMT2;B3GNT1;POMT1;LARGE;GTDC2;GMPPB;FKTN;FKRP;ISPD;POMK;B3GALNT2	A0A024R2W4;A0A024R0R7;A4D126;A0A024R5F9;Q9Y6A1;Q9UKY4;Q8NAT1;Q14118;Q9Y2B1;O43505;Q8WZA1;X5DR28;Q9Y5P6;Q8NCR0;O75072;Q9H9S5;A0A024R2P4;O95461;Q9H5K3	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	19.0	14.0	0.0
H02308	Immunodeficiency-centromeric instability-facial anomalies syndrome	C537362	242860;614069;616910;616911	D84.8	4A01.00	NO_DATA	NO_DATA	NO_DATA	;ZBTB24;DNMT3B;CDCA7;HELLS	Q9NRZ9;O43167;Q9BWT1;Q9UBC3	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	4.0	5.0	0.0
H02309	Adenosine deaminase deficiency	C531816	102700	D81.3	4A01.10	NO_DATA	NO_DATA	NO_DATA	ADA	P00813;A0A0S2Z381	Pegademase bovine;Elapegademase	D05384;D11017	DB00061	130167-68-9;1709806-75-6	NA;NA	2.0	1.0	1.0
H02310	Renal tubular acidosis	D000141	179800;267300;602722;604278;259730;264350;177735;145260	N25.8	GB90.44	NO_DATA	NO_DATA	NO_DATA	CUL3;ATP6V0A4;SCL4A1;SCNN1G;WNK4;KLHL3;SLC4A4;ATP6V1B1;CA2;NR3C2;SCNN1B;WNK1;SLC4A1;SCNN1A	B2R812;A5D8Z4;A5X2V1;P51170;V9HW21;A0A024R475;P08235;P00918;A0A024R791;P02730;Q9H4A3;Q96J92;P51168;B0ZBF6;P15313;P37088;Q13618;Q9Y6R1;Q9UH77;Q9HBG4	Potassium citrate	D05578	NO_DATA	6100-05-6	64746	20.0	14.0	0.0
H02311	Molybdenum cofactor deficiency	C535811	252150;252160;615501	E72.1	5C50.B	NO_DATA	NO_DATA	NO_DATA	GEPH;GPHN;MOCS1;MOCS2	A0A024QZS1;O96033;O96007;A0A024RD17;Q9NZB8;Q9NQX3	Fosdenopterin hydrobromide	D11780	NO_DATA	2301083-34-9	NO_DATA	6.0	4.0	0.0
H02312	Glutathione synthetase deficiency	C536835	266130	D55.1	3A10.0Y	NO_DATA	NO_DATA	NO_DATA	GSS	P48637;V9HWJ1	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02313	5-Oxoprolinase deficiency	C535322	260005	E72.8	5C50.5	NO_DATA	NO_DATA	NO_DATA	OPLAH	O14841	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02314	Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete	D000309	613743	Q56.1	5A74.Y	NO_DATA	NO_DATA	NO_DATA	CYP11A1	A0A0S2Z3R3;P05108	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02315	Disordered steroidogenesis due to cytochrome P450 oxidoreductase	D054882	613571	E25.0	5A71.01	NO_DATA	NO_DATA	NO_DATA	POR	P16435	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02316	Adrenal insufficiency, NR5A1 related	C566130	612964	E27.8	5A74.Y	NO_DATA	NO_DATA	NO_DATA	NR5A1	F1D8R8;Q13285	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02317	SERKAL syndrome	C567517	611812	Q87.8	LD2A.Y	NO_DATA	NO_DATA	NO_DATA	WNT4	P56705	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02318	Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal	C567165	610644	Q56.0	ED55;LD2A.Y	NO_DATA	NO_DATA	NO_DATA	RSPO1	Q2MKA7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02319	IMAGE syndrome	C564543	614732	Q87.1	5A74.Y	NO_DATA	NO_DATA	NO_DATA	CDKN1C	P49918	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02320	Vacuolar myopathy with CASQ1 aggregates	D020914	616231	G71.8	8C72.Y	NO_DATA	NO_DATA	NO_DATA	CASQ1	P31415	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02321	Early-onset myopathy, areflexia, respiratory distress, and dysphagia	NO_DATA	614399	G71.8	8C72.Y	NO_DATA	NO_DATA	NO_DATA	MEGF10	Q96KG7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02322	Amyloidosis, Finnish type	C537459	105120	E85.1	5D00.2Y	NO_DATA	Meretoja syndrome;Amyloid cranial neuropathy with lattice corneal dystrophy	NO_DATA	GSN	A0A384MEF1;P06396	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02323	Ruijs-Aalfs syndrome	NO_DATA	616200	E34.8	LD2B	NO_DATA	NO_DATA	NO_DATA	SPRTN	A0A024R3U2;Q9H040	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02324	Sacral agenesis with vertebral anomalies	C537221	615709	Q87.5	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	TBXT	O15178	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02325	Schaaf-Yang syndrome	NO_DATA	615547	Q87.1	LD90.Y	NO_DATA	NO_DATA	NO_DATA	MAGEL2	Q9UJ55	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02326	Keipert syndrome	C538337	301026	Q87.0	LD2H.Y	NO_DATA	Nasodigitoacoustic syndrome	NO_DATA	GPC4	O75487	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02327	KBG syndrome	C537015	148050	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	ANKRD11	Q6UB99	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02328	Sifrim-Hitz-Weiss syndrome	NO_DATA	617159	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	CHD4	Q14839	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02329	Hepatic lipase deficiency	C535904	614025	E78.4	5C80.Y	NO_DATA	NO_DATA	NO_DATA	LIPC	A6H8L5;P11150	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02330	Pancreatic lipase deficiency	NO_DATA	614338	K90.3	5C62	NO_DATA	NO_DATA	NO_DATA	PNLIP	P16233	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02331	Gastrointestinal defects and immunodeficiency syndrome	NO_DATA	243150	Q82.8	LB1Y	NO_DATA	Combined immunodeficiency with multiple intestinal atresia	NO_DATA	TTC7A	Q9ULT0	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02332	Preaxial polydactyly	D017689	174400;174500;174700	Q69.0	LB78.2;LB78.3	NO_DATA	NO_DATA	NO_DATA	GLI3;GLI1;ZRS/LMBR1;LMBR1	P08151;P10071;Q8WVP7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	3.0	4.0	0.0
H02333	Laurin-Sandrow syndrome	C535689	135750	Q87.2	LD26.2	NO_DATA	NO_DATA	NO_DATA	LMBR1	Q8WVP7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02334	Pierpont syndrome	NO_DATA	602342	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	TBL1XR1	Q9BZK7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02335	Preimplantation embryonic lethality	NO_DATA	616814;617234	N97.8	GA31.0Y	NO_DATA	NO_DATA	NO_DATA	PADI6;TLE6	Q9H808;Q6TGC4	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	2.0	0.0
H02336	Deafness, Y-linked	D006319	400043;400047	H91.9	AB50	NO_DATA	NO_DATA	NO_DATA	TBL1Y	Q9BQ87;A0A024R189	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02337	Skraban-Deardorff syndrome	NO_DATA	617616	Q89.8	LD90.Y	NO_DATA	NO_DATA	NO_DATA	WDR26	Q9H7D7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02338	PEHO-like syndrome	C536317	617507	G31.8	LD90.Y	NO_DATA	NO_DATA	NO_DATA	CCDC88A	Q3V6T2;O14997	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02339	Auditory neuropathy	C563790	609129;617717	H93.2	AB57	NO_DATA	NO_DATA	NO_DATA	DIAPH3;FDXR	Q9NSV4;P22570;B4DPV3;A0A0C4DFN8	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	4.0	2.0	0.0
H02340	Absorptive hypercalciuria	C564600;C562790	143870;607258	E83.5	MF98.0	NO_DATA	NO_DATA	NO_DATA	ADCY10	Q96PN6;A0A0K0K1J8	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02341	Goldmann-Favre syndrome	C564835	268100	H35.5	9B70	NO_DATA	NO_DATA	NO_DATA	NR2E3	Q9Y5X4	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02342	Frontotemporal dementia and amyotrophic lateral sclerosis	C566288	105550;615911;616437;616439	G12.2	8B60.5	NO_DATA	NO_DATA	NO_DATA	SQSTM1;CHCHD10;C9orf72;TBK1	Q8WYQ3;Q96LT7;Q13501;Q9UHD2	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	4.0	4.0	0.0
H02343	EVEN-plus syndrome	NO_DATA	616854	Q87.8	LD2F.Y	NO_DATA	NO_DATA	NO_DATA	HSPA9	A0A384P5G6;P38646	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02344	Cowchock syndrome	C536450	310490	G60.0	8C20.Y	NO_DATA	X-linked Charcot-Marie-Tooth disease type 4	NO_DATA	AIFM1	O95831	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02345	Autosomal recessive peripheral neuropathy (PNRIID)	C548028	618124	G60.0	8C20.Y	NO_DATA	NO_DATA	NO_DATA	MCM3AP	O60318	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02346	Intellectual developmental disorder with short stature, facial anomalies, and speech defects	NO_DATA	606220	Q89.8	LD90.Y	NO_DATA	NO_DATA	NO_DATA	FBXL3	Q9UKT7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02347	Thauvin-Robinet-Faivre syndrome	NO_DATA	617107	Q87.3	LD2C	NO_DATA	NO_DATA	NO_DATA	FIBP	O43427	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02348	Dentin dysplasia	D003805	125400;125420	K00.5	LA30.7	NO_DATA	NO_DATA	NO_DATA	;DSPP;SMOC2	Q9H3U7;Q9NZW4	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	3.0	0.0
H02349	Odontochondrodysplasia	C535792	184260	Q78.8	LD24.Y	NO_DATA	Goldblatt syndrome	NO_DATA	TRIP11	Q15643	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02350	Dyschromatosis universalis hereditaria	C535730	127500;615402	L81.8	EC23.Y	NO_DATA	NO_DATA	NO_DATA	DUH1;SASH1;ABCB6	Q9NP58;O94885	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	3.0	0.0
H02353	Hyperekplexia and epilepsy	C564474	300607	G40.3	LD90.Y	NO_DATA	Early infantile epileptic encephalopathy-8	NO_DATA	ARHGEF9	O43307	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02355	Deafness and myopia	D054062	221200	H90.5	LD2H.Y	NO_DATA	NO_DATA	NO_DATA	SLITRK6	Q9H5Y7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02356	PCWH syndrome	C563789	609136	E75.2	LD2H.3	NO_DATA	Waardenburg-Shah syndrome, neurologic variant	NO_DATA	SOX10	P56693;A0A024R1N6	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02357	Congenital hypomyelinating neuropathy	C535301	605253;618184;618186	G60.0	8C20.0	NO_DATA	NO_DATA	NO_DATA	CNTNAP1;MPZ;EGR2	P11161;P25189;P78357	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	3.0	3.0	0.0
H02358	Arthrogryposis multiplex congenita, neurogenic, with myelin defect	C536614	617468	Q74.3	LD26.41	NO_DATA	NO_DATA	NO_DATA	LGI4	Q8N135;A5D6Y5	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02359	Dejerine-Sottas disease	D015417	145900	G60.0	8C20.Y	NO_DATA	Charcot-Marie-Tooth disease type 3	NO_DATA	PRX;PMP22;MPZ;EGR2	P25189;Q01453;Q6FH25;P11161;Q9BXM0	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	5.0	4.0	0.0
H02360	Epileptic encephalopathy, childhood-onset	NO_DATA	615369	G40.4	8A62.Y	NO_DATA	NO_DATA	NO_DATA	CHD2	O14647	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02361	Myoclonic-atonic epilepsy	D012640	616421	G40.4	8A61.2Y	NO_DATA	NO_DATA	NO_DATA	SLC6A1	P30531;A0A024R2K8	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02362	Benign familial infantile seizure	D020936	601764;605751;607745;617080	G40.3	8A80.Y	NO_DATA	NO_DATA	NO_DATA	;SCN8A;PRRT2;SCN2A	Q9UQD0;Q99250;Q7Z6L0;Q6B4S4	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	4.0	4.0	0.0
H02363	Ververi-Brady syndrome	D065886	617982	NO_DATA	LD90.Y	NO_DATA	NO_DATA	NO_DATA	QRICH1	A1L3Z9;Q2TAL8	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02364	Heart and brain malformation syndrome	NO_DATA	616920	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	SMG9;C19orf61	A0A024R0Q0;Q9H0W8	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	2.0	0.0
H02365	Helsmoortel-van der Aa syndrome	NO_DATA	615873	Q87.0	LD90.Y	NO_DATA	Mental retardation, autosomal dominant 28	NO_DATA	ADNP	Q9H2P0	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02366	Cerebellar ataxia, neuropathy, and vestibular areflexia syndrome	D013132	614575	G32.8	LD20.Y	NO_DATA	NO_DATA	NO_DATA	RFC1	P35251	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02367	Chorea, childhood-onset, with psychomotor retardation	D002819	616939	G25.5	8A01.Y	NO_DATA	NO_DATA	NO_DATA	GPR88	Q9GZN0	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02368	Developmental delay with short stature, dysmorphic facial features, and sparse hair	NO_DATA	616901	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	DPH1	Q9BZG8	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02369	IMAGE-I syndrome	NO_DATA	618336	Q87.1	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	POLE	Q07864	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02370	FILS syndrome	NO_DATA	615139	Q87.1	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	POLE	Q07864	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02371	Intellectual developmental disorder with autism and speech delay	D000067877	606053	F84.9	6A02.3	NO_DATA	NO_DATA	NO_DATA	TBR1	Q16650	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02375	Cardiac valvular defect, developmental	C565882	212093	Q23.8	LA89.Y	NO_DATA	NO_DATA	NO_DATA	PLD1	Q13393;Q59EA4	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02376	Global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies	NO_DATA	617250	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	ZNF148	Q9UQR1	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02377	Leukodystrophy and acquired microcephaly with or without dystonia	NO_DATA	616763	G37.8	8A44.3	NO_DATA	NO_DATA	NO_DATA	PLEKHG2	Q9H7P9	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02378	Hypotonia, ataxia, and delayed development syndrome	NO_DATA	617330	G71.9	LD90.Y	NO_DATA	NO_DATA	NO_DATA	EBF3	Q9H4W6	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02380	D-glyceric aciduria	C535767	220120	E74.8	5C50.7Y	NO_DATA	NO_DATA	NO_DATA	GLYCTK	A1LQE8;Q8IVS8	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02381	Cleft palate, psychomotor retardation, and distinctive facial features	NO_DATA	616728	Q89.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	KDM1A	O60341	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02382	Bainbridge-Ropers syndrome	NO_DATA	615485	Q87.0	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	ASXL3	Q9C0F0	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02383	Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis	NO_DATA	300990	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	AMMECR1	A0A0S2Z4X0;Q9Y4X0	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02384	Abdominal obesity-metabolic syndrome	NO_DATA	605552;615812;618620	E66.8	5A44	NO_DATA	Metabolic syndrome X	NO_DATA	MTTP;DYRK1B;AOMS1;CELA2A	A0A024R0I0;Q9Y463;P55157;P08217	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	4.0	4.0	0.0
H02387	Snijders Blok-Fisher syndrome	NO_DATA	618604	NO_DATA	6A0Y	NO_DATA	NO_DATA	NO_DATA	POU3F3	P20264	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02388	Infantile-onset limb and orofacial dyskinesia	D020820	616921	G24.9	MB47.4	NO_DATA	NO_DATA	NO_DATA	PDE10A	A0A1B1UZR0;Q9Y233	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02389	Familial dyskinesia with facial myokymia	D020820	606703	G24.9	MB47.4	NO_DATA	NO_DATA	NO_DATA	ADCY5	B7Z2C7;O95622;A0A384P5Q5	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	3.0	1.0	0.0
H02390	Autosomal recessive neuromyotonia and axonal neuropathy	D020386	137200	G60.0	8C71.4	NO_DATA	NO_DATA	NO_DATA	HINT1	P49773;A0A384NPU2	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02391	Infantile-onset multisystem neurologic, endocrine, and pancreatic disease	NO_DATA	616263	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	PTRH2	Q9Y3E5	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02394	Cleft palate, cardiac defects, and mental retardation	NO_DATA	600987	Q89.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	MEIS2	B3KPD8;O14770	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02395	Calvarial doughnut lesions with bone fragility	C565089	126550	M85.8	LD24.KY	NO_DATA	NO_DATA	NO_DATA	SGMS2	A0A024RDH4;Q8NHU3	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02396	Corpus callosum agenesis with facial anomalies and cerebellar ataxia	NO_DATA	616819	NO_DATA	LD20.Y	NO_DATA	NO_DATA	NO_DATA	FRMD4A	Q9P2Q2	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02397	Neurodevelopmental disorder with movement abnormalities, abnormal gait, and autistic features	NO_DATA	617865	NO_DATA	6A0Y	NO_DATA	NO_DATA	NO_DATA	ZSWIM6	Q9HCJ5	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02402	Thyroid eye disease	D049970	275000	E05.0	5A02.0	NO_DATA	Graves ophthalmopathy	NO_DATA	NO_DATA	NO_DATA	Teprotumumab	D09680	NO_DATA	89957-37-9	NO_DATA	0.0	0.0	0.0
H02410	Myelodysplastic/myeloproliferative neoplasms	D054437	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	RUNX1;EZH2;PTPN11;CEBPA;TET2;NF1;U2AF1;NRAS;IDH1;DNMT3A;IDH2;SF3B1;SRSF2;JAK2;CBL;SETBP1;ZRSR2;ASXL1;KRAS;CSF3R	O75533;Q9Y6K1;Q15696;Q01081;Q01130;P01116;I1SRC5;Q53FN0;P48735;B4DGZ4;Q5U091;Q6N021;A0A158SIU0;O60674;P22681;P21359;O75874;Q9Y6X0;P49715;Q06124;Q8IXJ9;A0A024R3Y6;L7RSL8;Q01196;Q15910;A0A024R8U5;Q99062;P01111	Imatinib mesylate	D01441	DB00619	220127-57-1	31690	28.0	20.0	1.0
H02411	Chronic myelomonocytic leukemia	D015477	NO_DATA	NO_DATA	2A40	NO_DATA	NO_DATA	NO_DATA	RUNX1;U2AF1;FLT3;NRAS;SF3B1;TP53;SRSF2;EZH2;DNMT3A;JAK2;CBL;ZRSR2;TET2;ASXL1;NPM1;KRAS	O75533;Q15696;Q9Y6K1;P06748;Q53GA5;Q01081;Q01130;P01116;I1SRC5;Q53FN0;Q5U091;Q6N021;A0A158SIU0;A0A0S2Z491;O60674;P22681;P36888;K7PPA8;Q8IXJ9;L7RSL8;Q01196;P01111;Q15910;A0A024R8U5;P04637;B4DGZ4	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	26.0	16.0	0.0
H02412	Atypical chronic myeloid leukemia	D054438	NO_DATA	NO_DATA	2A41;XH21X5;XH26U9	NO_DATA	NO_DATA	NO_DATA	RUNX1;FLT3;ETNK1;NRAS;IDH2;SRSF2;EZH2;SETBP1;JAK2;CBL;CEBPA;TET2;ASXL1;KRAS;CSF3R	Q9HBU6;Q01130;P01116;I1SRC5;Q53FN0;P48735;Q5U091;Q6N021;A0A158SIU0;O60674;P22681;Q9Y6X0;P49715;P36888;Q8IXJ9;L7RSL8;Q01196;Q15910;A0A024R8U5;Q99062;P01111	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	21.0	15.0	0.0
H02414	Autoinflammation, panniculitis, and dermatosis syndrome	NO_DATA	617099	NO_DATA	4A60.Y	NO_DATA	NO_DATA	NO_DATA	OTULIN	Q96BN8	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02415	Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome	NO_DATA	213980	Q78.8	LD24.Y	NO_DATA	NO_DATA	NO_DATA	TMCO1	Q9UM00	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02417	Gingival fibromatosis with hypertrichosis	C565016	135400	L68.8	LD27.0Y	NO_DATA	NO_DATA	NO_DATA	ABCA5;HTGH	Q8WWZ7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	2.0	0.0
H02418	Non-Hodgkin lymphoma	D008228	NO_DATA	C82;C83;C84;C91	2B33.5	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Bendamustine hydrochloride;Carmustine;Methotrexate sodium;Vincristine sulfate;Doxorubicin hydrochloride;Bleomycin sulfate;Rituximab;Plerixafor	D07085;D00254;D02115;D02197;D01275;D02177;D02994;D08971	DB00262;DB00563;DB00541;DB00290;DB00073	3543-75-7;154-93-8;15475-56-6;2068-78-2;25316-40-9;9041-93-4;174722-31-7;110078-46-1	NA;3423;NA;79401;31522;34582;NA;125354	0.0	0.0	5.0
H02419	Glycine encephalopathy with normal serum glycine	NO_DATA	617301	E72.0	5C50.0	NO_DATA	NO_DATA	NO_DATA	SLC6A9	P48067	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02420	Head and neck cancer	D000077195	NO_DATA	C76.0	2B6E.Z;2B68.Z;2B6A.Z;2B69.0;2C23	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Methotrexate sodium;Docetaxel;Docetaxel;Cetuximab;Nivolumab;Pembrolizumab;Hydroxyurea	D02115;D07866;D02165;D03455;D10316;D10574;D00341	DB00563;DB01248;DB01248;DB00002;DB01005	15475-56-6;114977-28-5;148408-66-6;205923-56-4;946414-94-4;1374853-91-4;127-07-1	NA;4672;59809;NA;NA;NA;44423	0.0	0.0	5.0
H02421	Solid tumor	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Dactinomycin;Larotrectinib sulfate;Entrectinib;Pembrolizumab	D00214;D11138;D10926;D10574	DB00970	50-76-0;1223405-08-0;1108743-60-7;1374853-91-4	27666;NA;NA;NA	0.0	0.0	1.0
