index	Keymolnet_disease	ICD10	KEGG_ENTRY	KEGG_Name
KMN767	Hepatic Coma	K72	H01712	Fulminant hepatic failure
KMN768	Hepatic Encephalopathy	K72.9	H01506	Hepatic encephalopathy
KMN519	Hepatic Lipase Deficiency	E78.4	H02329	Hepatic lipase deficiency
KMN815	Hepatic osteodystrophy	N25.0	NO_DATA	NO_DATA
KMN766	Hepatitis	K75.9	NO_DATA	NO_DATA
KMN17	Hepatoblastoma	C22.2	H02302	Hepatoblastoma
KMN18	Hepatocellular Carcinoma	C22.0	H00048	Hepatocellular carcinoma
KMN520	Hepatoerythropoietic porphyria	E80.2	H00202	Hepatic porphyria
KMN508	Hereditary Aceruloplasminemia	G23.0	H00832;H00833;H02206;H02207;H02208;H02209	Core neuroacanthocytosis syndromes;Neurodegeneration with brain iron accumulation;Aceruloplasminemia;Kufor-Rakeb syndrome;Pantothenate kinase-associated neurodegeneration;HARP syndrome
KMN506	Hereditary Coproporphyria	E80.2	H00202	Hepatic porphyria
KMN189	Hereditary Elliptocytosis	D58.1	H00231	Hereditary elliptocytosis
KMN777	Hereditary Fructose Intolerance	E74.12	H00071	Hereditary fructose intolerance
KMN708	Hereditary Hearing Impairment	H91.9	H00604;H00605;H01209;H02336	Deafness, autosomal dominant;Deafness, autosomal recessive;Deafness, X-linked;Deafness, Y-linked
KMN741	Hereditary Hemorrhagic Telangiectasia	I78.0	H00533	Hereditary hemorrhagic telangiectasia
KMN666	Hereditary Inclusion Body Myopathy	G71.8	H00594;H00595;H00596;H01129;H01229;H01291;H01338;H01340;H01341;H01781;H02031;H02179;H02247;H02268;H02320;H02321	Distal myopathy;Myofibrillar myopathies;Nonaka distal myopathy (NM);Brody myopathy;Inclusion body myopathy 3;Spheroid body myopathy;Myosclerosis;Bethlem myopathy;Collagen VI myopathy;Autophagic vacuolar myopathy;Inclusion body myopathy with Paget disease of bone and frontotemporal dementia;Rippling muscle disease;Ehlers-Danlos syndrome myopathic type;Wieacker-Wolff syndrome;Vacuolar myopathy with CASQ1 aggregates;Early-onset myopathy, areflexia, respiratory distress, and dysphagia
KMN633	Hereditary Neuropathy with Pressure Palsies	G60.0	H00264;H00816;H01155;H01296;H02344;H02345;H02357;H02390	Charcot-Marie-Tooth disease;Agenesis of the corpus callosum with peripheral neuropathy;Roussy-Levy syndrome;Hereditary neuropathy with liability to pressure palsies;Cowchock syndrome;Autosomal recessive peripheral neuropathy (PNRIID);Congenital hypomyelinating neuropathy;Autosomal recessive neuromyotonia and axonal neuropathy
KMN16	Hereditary Nonpolyposis Colon Cancer	D48.9	NO_DATA	NO_DATA
KMN190	Hereditary Pyropoikilocytosis	D58.1	H01125	Hereditary pyropoikilocytosis
KMN634	Hereditary Sensory and Autonomic Neuropathy	G60.8	H00265	Hereditary sensory and autonomic neuropathy
KMN187	Hereditary Spherocytosis	D58.0	H00230	Hereditary spherocytosis
KMN188	Hereditary Stomatocytosis	D58.8	H00232	Hereditary stomatocytosis
KMN507	Hereditary Vitamin D-resistant Rickets	E83.3	H00214;H01113;H02138;H02139;H02143	Hypophosphatemic rickets;Acid phosphatase deficiency;Hereditary hypophophatemic rickets with hypercalciuria;Autosomal recessive hypophosphatemic rickets;X-linked dominant hypophosphatemic rickets
KMN505	Hereditary Xanthinuria	E79.8	H00196;H00964;H00966	Phosphoribosylpyrophosphate synthetase superactivity;Thiopurine S-methyltransferase deficiency (TPMT deficiency);AICA-ribosiduria
KMN605	Hereditary cortical cerebellar atrophy	G32.8	H02366;H02430	Cerebellar ataxia, neuropathy, and vestibular areflexia syndrome;Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus
KMN596	Hereditary progressive dystonia	G24.8	H01161	Aromatic L-amino acid decarboxylase deficiency
KMN199	Hereditary sideroblastic anemia	D64.0	H00982	Sideroblastic anemia
KMN449	Hermansky-Pudlak Syndrome	E70.331	H00166	Hermansky-Pudlak syndrome
KMN192	High oxygen affinity hemoglobin erythremia	NO_DATA	NO_DATA	NO_DATA
KMN450	Histidinemia	E70.41	H00171	Histidinemia
KMN451	Histidinuria	E70.8	H00548;H01233;H01262;H02087	Brunner syndrome;Urocanase deficiency;Formiminotransferase deficiency;Vertebral, cardiac, renal, and limb defects syndrome
KMN99	Hodgkin's Lymphoma	C81	H00007	Hodgkin lymphoma
KMN882	Holt-Oram Syndrome	Q87.2	H00433	Holt-Oram syndrome
KMN475	Homocarnosinosis	E70.8	H00548;H01233;H01262;H02087	Brunner syndrome;Urocanase deficiency;Formiminotransferase deficiency;Vertebral, cardiac, renal, and limb defects syndrome
KMN476	Homocystinuria	E72.11	H00183	Homocystinuria
KMN477	Homocystinuria and Methylmalonic Acidemia	E71.1	H00174;H00179;H00181;H00375;H00654;H00754;H01279;H01349;H02109;H02136;H02221;H02222;H02285	Methylmalonic aciduria;3-Hydroxy-3-methylglutaryl-CoA lyase deficiency;3-Methylcrotonylglycinuria;SBCAD deficiency;Barth syndrome;3-Methylglutaconic aciduria;Isobutyryl-CoA dehydrogenase deficiency;Methacrylic aciduria;Combined malonic and methylmalonic aciduria;Branched-chain ketoacid dehydrogenase kinase deficiency;Methylmalonic aciduria and homocystinuria;Methylmalonic acidemia and hyperhomocysteinemia, cblX type;Methylmalonate semialdehyde dehydrogenase deficiency
KMN10	Human Immunodeficiency Virus Infection	B24	NO_DATA	NO_DATA
KMN588	Huntington's Disease	G10	H00059	Huntington disease
KMN846	Hydatidiform Mole	O01	H00289	Recurrent hydatidiform moles
KMN452	Hydroxykynureninuria	E70.8	H01583	Hydroxykynureninuria
KMN275	Hyper-IgE Syndrome	D82.4	H01968	Hyper-IgE syndrome
KMN536	Hyper Lp(a) lipoproteinemia	E78.4	H01199;H01637	Hyperalphalipoproteinemia;Hypertriglyceridemia
KMN538	Hypercystinuria	NO_DATA	NO_DATA	NO_DATA
KMN219	Hyperfibrinogenemia	D68.2	H00223;H00941	Inherited thrombophilia;Factor XII deficiency
KMN334	Hypergonadotropic Hypogonadal Ovarian Failure	E28.36	NO_DATA	NO_DATA
KMN109	Hypergranular Promyelocytic Leukemia	C92.4	NO_DATA	NO_DATA
KMN542	Hyperhydroxyprolinemia	E72.5	H00190;H00191;H01003	Hyperprolinemia;Nonketotic hyperglycinemia;Dimethylglycine dehydrogenase deficiency
KMN670	Hyperkalemic Periodic Paralysis	G72.3	H00215;H00745;H00746;H00747;H00748	Periodic paralysis;Hyperkalemic periodic paralysis (HyperPP);Hypokalemic periodic paralysis (HypoPP);Thyrotoxic hypokalemic periodic paralysis;Andersen-Tawil syndrome
KMN547	Hyperleucine-Isoleucinemia	E71.1	H00174;H00179;H00181;H00375;H00654;H00754;H01279;H01349;H02109;H02136;H02221;H02222;H02285	Methylmalonic aciduria;3-Hydroxy-3-methylglutaryl-CoA lyase deficiency;3-Methylcrotonylglycinuria;SBCAD deficiency;Barth syndrome;3-Methylglutaconic aciduria;Isobutyryl-CoA dehydrogenase deficiency;Methacrylic aciduria;Combined malonic and methylmalonic aciduria;Branched-chain ketoacid dehydrogenase kinase deficiency;Methylmalonic aciduria and homocystinuria;Methylmalonic acidemia and hyperhomocysteinemia, cblX type;Methylmalonate semialdehyde dehydrogenase deficiency
KMN546	Hyperlysinemia	E72.3	H00188	Hyperlysinemia
KMN545	Hypermethioninemia	E72.1	H00184	Hypermethioninemia
KMN537	Hyperornithinemia-Hyperammonemia-Homocitrullinuria	E72.4	H00189;H01268	Ornithinaemia;Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome
KMN869	Hyperostosis Corticalis Generalisata	M85.2	H01774	Hyperostosis corticalis generalisata
KMN540	Hyperoxaluria Type I	E74.8	H00117;H01065;H01126;H01189;H02013;H02380;H02439	Primary hyperoxaluria;Pentosuria;Familial renal glucosuria;Transaldolase deficiency;Glycerol kinase deficiency;D-glyceric aciduria;Short stature, developmental delay, congenital heart defect
KMN539	Hyperoxaluria Type II	E74.8	H00117;H01065;H01126;H01189;H02013;H02380;H02439	Primary hyperoxaluria;Pentosuria;Familial renal glucosuria;Transaldolase deficiency;Glycerol kinase deficiency;D-glyceric aciduria;Short stature, developmental delay, congenital heart defect
KMN544	Hyperprolinemia Type I	E72.5	H00190;H00191;H01003	Hyperprolinemia;Nonketotic hyperglycinemia;Dimethylglycine dehydrogenase deficiency
KMN543	Hyperprolinemia Type II	E72.5	H00190;H00191;H01003	Hyperprolinemia;Nonketotic hyperglycinemia;Dimethylglycine dehydrogenase deficiency
KMN752	Hypersensitivity Pneumonitis	J67	H00346	Extrinsic allergic alveolitis
KMN714	Hypertension under acute psychological stress	NO_DATA	NO_DATA	NO_DATA
KMN739	Hypertrophic Cardiomyopathy	I42	H00292	Hypertrophic cardiomyopathy
KMN820	Hypertrophic Osteoarthropathy	M89.4	H00457	Primary hypertrophic osteoarthropathy
KMN548	Hyperuricemia	E79.0	H00541;H02011	Autosomal dominant tubulointerstitial kidney disease;Familial juvenile hyperuricemic nephropathy
KMN541	Hypervalinemia	E71.1	H00174;H00179;H00181;H00375;H00654;H00754;H01279;H01349;H02109;H02136;H02221;H02222;H02285	Methylmalonic aciduria;3-Hydroxy-3-methylglutaryl-CoA lyase deficiency;3-Methylcrotonylglycinuria;SBCAD deficiency;Barth syndrome;3-Methylglutaconic aciduria;Isobutyryl-CoA dehydrogenase deficiency;Methacrylic aciduria;Combined malonic and methylmalonic aciduria;Branched-chain ketoacid dehydrogenase kinase deficiency;Methylmalonic aciduria and homocystinuria;Methylmalonic acidemia and hyperhomocysteinemia, cblX type;Methylmalonate semialdehyde dehydrogenase deficiency
KMN693	Hypokalemic Periodic Paralysis	G72.3	H00215;H00745;H00746;H00747;H00748	Periodic paralysis;Hyperkalemic periodic paralysis (HyperPP);Hypokalemic periodic paralysis (HypoPP);Thyrotoxic hypokalemic periodic paralysis;Andersen-Tawil syndrome
KMN562	Hypophosphatasia	E83.3	H00213	Hypophosphatasia
KMN581	Hypothalamic Encephalitis	G05	NO_DATA	NO_DATA
KMN144	Hypothalamic Gangliocytoma	D36.1	NO_DATA	NO_DATA
KMN886	Hypothalamic Hamartoma	G40.5	H01808;H01829	Hemiconvulsion-hemiplegia-epilepsy syndrome;Acute encephalitis with refractory repetitive partial seizures
KMN563	Hypouricemia	E79.8	H00196;H00964;H00966	Phosphoribosylpyrophosphate synthetase superactivity;Thiopurine S-methyltransferase deficiency (TPMT deficiency);AICA-ribosiduria
KMN250	ICF Syndrome	D84.8	H00089;H02308	IFN-gamma/IL-12 axis;Immunodeficiency-centromeric instability-facial anomalies syndrome
KMN755	Idiopathic Pulmonary Fibrosis	J84.112	H01299	Idiopathic pulmonary fibrosis
KMN830	Idiopathic Renal-Limited Crescentic Glomerulonephritis	N01.9	H01688	Rapidly progressive glomerulonephritis
KMN230	Idiopathic Thrombocytopenic Purpura	D69.3	H01240	Immune thrombocytopenia
KMN601	Idiopathic Torsion Dystonia	G24.1	H00831	Primary dystonia
KMN347	Idiopathic hypoparathyroidism	E20.0	NO_DATA	NO_DATA
KMN201	Idiopathic sideroblastic anemia	D64.3	H00982	Sideroblastic anemia
KMN251	IgA Deficiency	D80.2	NO_DATA	NO_DATA
KMN822	IgA Nephropathy	N02	H01581	IgA nephropathy
KMN252	IgG Subclass Deficiency	D80.3	NO_DATA	NO_DATA
KMN399	Iminoglycinuria	E72.0	H00905	Iminoglycinuria
KMN195	Immune Hemolysis	D59.0;D59.1	H01585	Autoimmune hemolytic anemia
KMN129	Immunoblastic lymphoma	C83.3	H02434	Diffuse large B-cell lymphoma, not otherwise specified
KMN281	Immunoglobulin-Associated beta Deficiency	D80.8	NO_DATA	NO_DATA
KMN280	Immunoglobulin Heavy Chain Deficiency	D80.8	NO_DATA	NO_DATA
KMN130	Immunoproliferative Small Intestinal Disease	C88.3	NO_DATA	NO_DATA
KMN811	Inclusion Body Myositis	G72.4	H01505	Inclusion body myositis
KMN1	Inflammatory Bowel Disease	K50	NO_DATA	NO_DATA
KMN745	Influenza Infection	J10.1	NO_DATA	NO_DATA
KMN135	Insulinoma	D13.7	NO_DATA	NO_DATA
KMN259	Interferon gamma Receptor Deficiency	D84.8	H00089;H02308	IFN-gamma/IL-12 axis;Immunodeficiency-centromeric instability-facial anomalies syndrome
KMN260	Interleukin 12 Deficiency	D84.8	H00089;H02308	IFN-gamma/IL-12 axis;Immunodeficiency-centromeric instability-facial anomalies syndrome
KMN261	Interleukin 12 Receptor Deficiency	D84.8	H00089;H02308	IFN-gamma/IL-12 axis;Immunodeficiency-centromeric instability-facial anomalies syndrome
KMN753	Interstitial Lung Disease	J84	H01716	Idiopathic interstitial pneumonias
KMN183	Iron Deficiency Anemia	D50	NO_DATA	NO_DATA
KMN723	Ischemic Heart Disease	I24;I25	NO_DATA	NO_DATA
KMN724	Ischemic arrhythmia	I24;I25	NO_DATA	NO_DATA
KMN352	Isolated Follicle-stimulating Hormone Deficiency	E23.6	H01253	Isolated follicle-stimulating hormone deficiency
KMN398	Isovaleric Acidemia	E71.110	H00173	Isovaleric acidemia
KMN325	Jansen's Disease	Q78.5	H00456;H00479;H02227	Fronto-otopalatodigital syndromes;Metaphyseal dysplasias;Frontometaphyseal dysplasia
KMN734	Jorvell and Lange-Nielsen Syndrome	I45.8	H02091;H02125	Jervell and Lange-Nielsen syndrome;Cardiac conduction disease with dilated cardiomyopathy
KMN715	Juvenile hypertension	NO_DATA	NO_DATA	NO_DATA
KMN175	Juxtaglomerular Cell Tumor	D41.0	NO_DATA	NO_DATA
KMN316	Kallmann Syndrome	E23.0	H00255;H01699;H01700;H01860;H02027;H02035;H02036;H02038;H02039	Hypogonadotropic hypogonadism;Isolated TSH deficiency;Hypopituitarism;Abnormal pituitary gonadotropin secretion;Male hypogonadism;Isolated growth hormone deficiency;Combined pituitary hormone deficiency;X-linked panhypopituitarism;Kowarski syndrome
KMN38	Kaposi's Sarcoma	C46	H00041	Kaposi sarcoma
KMN653	Kearns-Sayre Syndrome	H49.81	H01355	Kearns-Sayre syndrome
KMN894	Klinefelter Syndrome	Q98	NO_DATA	NO_DATA
KMN414	Krabbe's Disease	E75.2	H00135	Krabbe disease
KMN4	Kuru	A81.81	NO_DATA	NO_DATA
KMN502	LCAT Deficiency	E78.6	H00158;H00927;H00930	Lecithin:cholesterol acyltransferase deficiency;Chylomicron retention disease;Hypoalphalipoproteinemia
KMN565	Lactate Dehydrogenase Deficiency	E74.4	H00072;H00073;H01996;H01997;H01998;H01999;H02003;H02197	Pyruvate dehydrogenase complex deficiency;Pyruvate carboxylase deficiency;Pyruvate dehydrogenase phosphatase deficiency;Pyruvate dehydrogenase E1-alpha deficiency;Pyruvate dehydrogenase E1-beta deficiency;Pyruvate dehydrogenase E2 deficiency;Pyruvate dehydrogenase E3-binding protein deficiency;Mitochondrial pyruvate carrier deficiency
KMN650	Lambert-Eaton Myasthenic Syndrome	G73.1	H01596	Lambert-Eaton myasthenic syndrome
KMN326	Laron Syndrome	E34.3	H02037	Laron syndrome
KMN152	Leiomyoma	D25	H01640	Uterine leiomyoma
KMN305	Leprechaunism	E34.8	H00719	Leprechaunism
KMN370	Leptin gene mutation	E66.8	H02059;H02060;H02105;H02106;H02235;H02384	Leptin deficiency;Leptin receptor deficiency;Prohormone convertase 1/3 deficiency;Genetic obesity;Morbid obesity and spermatogenic failure;Abdominal obesity-metabolic syndrome
KMN371	Leptin receptor gene mutation	E66.8	H02059;H02060;H02105;H02106;H02235;H02384	Leptin deficiency;Leptin receptor deficiency;Prohormone convertase 1/3 deficiency;Genetic obesity;Morbid obesity and spermatogenic failure;Abdominal obesity-metabolic syndrome
KMN241	Leukocyte Adhesion Deficiency Type 1	D84.8	H00089;H02308	IFN-gamma/IL-12 axis;Immunodeficiency-centromeric instability-facial anomalies syndrome
KMN242	Leukocyte Adhesion Deficiency Type 2	D84.8	H00089;H02308	IFN-gamma/IL-12 axis;Immunodeficiency-centromeric instability-facial anomalies syndrome
KMN243	Leukocyte Adhesion Deficiency Type 3	D84.8	H00089;H02308	IFN-gamma/IL-12 axis;Immunodeficiency-centromeric instability-facial anomalies syndrome
KMN857	Leydig Cell Hypoplasia	Q56.1	H00608;H01973;H02314	46,XY disorder of sex development due to testosterone secretion defect;Fertile eunuch syndrome;Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete
KMN49	Leydig Cell Tumor	C56, C62	NO_DATA	NO_DATA
KMN156	Li-Fraumeni Syndrome	C97	H00881	Li-Fraumeni syndrome
KMN786	Lichen Myxedematosus	L98.5	NO_DATA	NO_DATA
KMN826	Liddle Syndrome	I15.1	H00242	Liddle syndrome
KMN823	Light Chain Deposition Disease	D89.8	H01117;H01741;H01743;H01744;H01748;H02467	Chronic recurrent multifocal osteomyelitis;Autoinflammation lipodystrophy and dermatosis syndrome;Autoinflammation and PLCG2-associated antibody deficiency and immune dysregulation;Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis;Autoinflammation with infantile enterocolitis;Neonatal inflammatory skin and bowel disease
KMN673	Limb-Girdle Muscular Dystrophy 1A	G71.0	H00562;H00565;H00566;H00585;H00590;H00592;H00593;H00594;H00697;H01778;H01977;H02182;H02513	Dystrophinopathies;Sarcoglycanopathies;Distal myopathy with anterior tibial onset;Epidermolysis bullosa, hemidesmosomal;Congenital muscular dystrophies (CMD/MDC);Calpainopathy;Limb-girdle muscular dystrophy;Distal myopathy;X-linked myopathy with postural muscle atrophy;Ullrich disease;Laing distal myopathy;Distal myopathy, Tateyama type;Oculopharyngodistal myopathy
KMN674	Limb-Girdle Muscular Dystrophy 1B	NO_DATA	NO_DATA	NO_DATA
KMN675	Limb-Girdle Muscular Dystrophy 1C	G71.0	H00567	Limb-girdle muscular dystrophy 1C
KMN676	Limb-Girdle Muscular Dystrophy 1D	G71.0	H00562;H00565;H00566;H00585;H00590;H00592;H00593;H00594;H00697;H01778;H01977;H02182;H02513	Dystrophinopathies;Sarcoglycanopathies;Distal myopathy with anterior tibial onset;Epidermolysis bullosa, hemidesmosomal;Congenital muscular dystrophies (CMD/MDC);Calpainopathy;Limb-girdle muscular dystrophy;Distal myopathy;X-linked myopathy with postural muscle atrophy;Ullrich disease;Laing distal myopathy;Distal myopathy, Tateyama type;Oculopharyngodistal myopathy
KMN677	Limb-Girdle Muscular Dystrophy 1E	NO_DATA	NO_DATA	NO_DATA
KMN678	Limb-Girdle Muscular Dystrophy 2A	G71.0	H00562;H00565;H00566;H00585;H00590;H00592;H00593;H00594;H00697;H01778;H01977;H02182;H02513	Dystrophinopathies;Sarcoglycanopathies;Distal myopathy with anterior tibial onset;Epidermolysis bullosa, hemidesmosomal;Congenital muscular dystrophies (CMD/MDC);Calpainopathy;Limb-girdle muscular dystrophy;Distal myopathy;X-linked myopathy with postural muscle atrophy;Ullrich disease;Laing distal myopathy;Distal myopathy, Tateyama type;Oculopharyngodistal myopathy
KMN679	Limb-Girdle Muscular Dystrophy 2B	G71.0	H01974	Limb-girdle muscular dystrophy 2B
KMN680	Limb-Girdle Muscular Dystrophy 2C	G71.0	H00562;H00565;H00566;H00585;H00590;H00592;H00593;H00594;H00697;H01778;H01977;H02182;H02513	Dystrophinopathies;Sarcoglycanopathies;Distal myopathy with anterior tibial onset;Epidermolysis bullosa, hemidesmosomal;Congenital muscular dystrophies (CMD/MDC);Calpainopathy;Limb-girdle muscular dystrophy;Distal myopathy;X-linked myopathy with postural muscle atrophy;Ullrich disease;Laing distal myopathy;Distal myopathy, Tateyama type;Oculopharyngodistal myopathy
KMN681	Limb-Girdle Muscular Dystrophy 2D	G71.0	H00562;H00565;H00566;H00585;H00590;H00592;H00593;H00594;H00697;H01778;H01977;H02182;H02513	Dystrophinopathies;Sarcoglycanopathies;Distal myopathy with anterior tibial onset;Epidermolysis bullosa, hemidesmosomal;Congenital muscular dystrophies (CMD/MDC);Calpainopathy;Limb-girdle muscular dystrophy;Distal myopathy;X-linked myopathy with postural muscle atrophy;Ullrich disease;Laing distal myopathy;Distal myopathy, Tateyama type;Oculopharyngodistal myopathy
KMN682	Limb-Girdle Muscular Dystrophy 2E	G71.0	H00562;H00565;H00566;H00585;H00590;H00592;H00593;H00594;H00697;H01778;H01977;H02182;H02513	Dystrophinopathies;Sarcoglycanopathies;Distal myopathy with anterior tibial onset;Epidermolysis bullosa, hemidesmosomal;Congenital muscular dystrophies (CMD/MDC);Calpainopathy;Limb-girdle muscular dystrophy;Distal myopathy;X-linked myopathy with postural muscle atrophy;Ullrich disease;Laing distal myopathy;Distal myopathy, Tateyama type;Oculopharyngodistal myopathy
KMN683	Limb-Girdle Muscular Dystrophy 2F	G71.0	H00562;H00565;H00566;H00585;H00590;H00592;H00593;H00594;H00697;H01778;H01977;H02182;H02513	Dystrophinopathies;Sarcoglycanopathies;Distal myopathy with anterior tibial onset;Epidermolysis bullosa, hemidesmosomal;Congenital muscular dystrophies (CMD/MDC);Calpainopathy;Limb-girdle muscular dystrophy;Distal myopathy;X-linked myopathy with postural muscle atrophy;Ullrich disease;Laing distal myopathy;Distal myopathy, Tateyama type;Oculopharyngodistal myopathy
KMN684	Limb-Girdle Muscular Dystrophy 2G	G71.0	H00562;H00565;H00566;H00585;H00590;H00592;H00593;H00594;H00697;H01778;H01977;H02182;H02513	Dystrophinopathies;Sarcoglycanopathies;Distal myopathy with anterior tibial onset;Epidermolysis bullosa, hemidesmosomal;Congenital muscular dystrophies (CMD/MDC);Calpainopathy;Limb-girdle muscular dystrophy;Distal myopathy;X-linked myopathy with postural muscle atrophy;Ullrich disease;Laing distal myopathy;Distal myopathy, Tateyama type;Oculopharyngodistal myopathy
KMN685	Limb-Girdle Muscular Dystrophy 2H	G71.0	H00562;H00565;H00566;H00585;H00590;H00592;H00593;H00594;H00697;H01778;H01977;H02182;H02513	Dystrophinopathies;Sarcoglycanopathies;Distal myopathy with anterior tibial onset;Epidermolysis bullosa, hemidesmosomal;Congenital muscular dystrophies (CMD/MDC);Calpainopathy;Limb-girdle muscular dystrophy;Distal myopathy;X-linked myopathy with postural muscle atrophy;Ullrich disease;Laing distal myopathy;Distal myopathy, Tateyama type;Oculopharyngodistal myopathy
KMN686	Limb-Girdle Muscular Dystrophy 2I	G71.0	H00562;H00565;H00566;H00585;H00590;H00592;H00593;H00594;H00697;H01778;H01977;H02182;H02513	Dystrophinopathies;Sarcoglycanopathies;Distal myopathy with anterior tibial onset;Epidermolysis bullosa, hemidesmosomal;Congenital muscular dystrophies (CMD/MDC);Calpainopathy;Limb-girdle muscular dystrophy;Distal myopathy;X-linked myopathy with postural muscle atrophy;Ullrich disease;Laing distal myopathy;Distal myopathy, Tateyama type;Oculopharyngodistal myopathy
KMN687	Limb-Girdle Muscular Dystrophy 2J	G71.0	H00562;H00565;H00566;H00585;H00590;H00592;H00593;H00594;H00697;H01778;H01977;H02182;H02513	Dystrophinopathies;Sarcoglycanopathies;Distal myopathy with anterior tibial onset;Epidermolysis bullosa, hemidesmosomal;Congenital muscular dystrophies (CMD/MDC);Calpainopathy;Limb-girdle muscular dystrophy;Distal myopathy;X-linked myopathy with postural muscle atrophy;Ullrich disease;Laing distal myopathy;Distal myopathy, Tateyama type;Oculopharyngodistal myopathy
KMN585	Limbic Encephalitis	G04.81	NO_DATA	NO_DATA
KMN500	Lipoamide dehydrogenasee deficieny	E71.0	H02000	Dihydrolipoamide dehydrogenase deficiency
KMN549	Lipodystrophy	E88.1	H01475	Lipodystrophy
KMN143	Lipoma	D17	NO_DATA	NO_DATA
KMN501	Lipoprotein Lipase Deficiency	E78.3	H00154;H00157;H01784	Hyperlipoproteinemia, type I;Hyperlipoproteinemia, type V;Primary hyperchylomicronemia
KMN42	Liposarcoma	C49.9	H01985	Desmoplastic small round cell tumor
KMN731	Long QT Syndrome	I45.81	H00720	Long QT syndrome
KMN27	Lung Adenocarcinoma	C34	NO_DATA	NO_DATA
KMN26	Lung Cancer	C34	NO_DATA	NO_DATA
KMN29	Lung Cancer in Never Smokers	C34	NO_DATA	NO_DATA
KMN827	Lupus Nephritis	N08.5	H01500	Lupus nephritis
KMN327	Lymphocytic Hypophysitis	E23.6	H01011	Adrenocorticotropic hormone deficiency
KMN782	Lymphomatoid Papulosis	C86.6	NO_DATA	NO_DATA
KMN102	Lymphoplasmacytic Lymphoma	C83.0	H00011	Lymphoplasmacytic lymphoma
KMN499	Lysinuria	E72.0	H00692;H00843;H00899;H00901;H01198;H01386;H02419	Lowe syndrome;Hartnup disorder;Lysinuric protein intolerance;Cystinuria;Fanconi renotubular syndrome;Asparagine synthetase deficiency;Glycine encephalopathy with normal serum glycine
KMN88	MALT Lymphoma	C88.4	NO_DATA	NO_DATA
KMN664	MELAS Syndrome	E88.41	H01347	MELAS Syndrome
KMN622	MERRF Syndrome	G71.3	H00898;H01200;H01348;H01356;H01368;H01369;H01384;H01390;H02201;H02237;H02447	Myopathy with lactic acidosis and sideroblastic anaemia;Fatal infantile cardioencephalomyopathy;Mitochondrial phosphate carrier deficiency;Myoclonic Epilepsy and Ragged-Red Fiber Disease;Cytochrome c oxidase (COX) deficiency;ATP synthase deficiency;Mitochondrial recessive ataxia syndrome;Mitochondrial neurogastrointestinal encephalomyopathy;Mitochondrial myopathy with lactic acidosis;AMP deaminase deficiency;Myopathy with extrapyramidal signs
KMN253	MHC Class II Deficiency	D81.7	NO_DATA	NO_DATA
KMN294	MIDD	E13.8	H00854	Wolfram syndrome
KMN297	MODY 1	E13	H00410;H00766	Maturity onset diabetes of the young (MODY);Wolcott-Rallison syndrome
KMN298	MODY 2	E13	H00410;H00766	Maturity onset diabetes of the young (MODY);Wolcott-Rallison syndrome
KMN299	MODY 3	E13	H00410;H00766	Maturity onset diabetes of the young (MODY);Wolcott-Rallison syndrome
KMN300	MODY 4	E13	H00410;H00766	Maturity onset diabetes of the young (MODY);Wolcott-Rallison syndrome
KMN301	MODY 5	E13	H00410;H00766	Maturity onset diabetes of the young (MODY);Wolcott-Rallison syndrome
KMN302	MODY 6	E13	H00410;H00766	Maturity onset diabetes of the young (MODY);Wolcott-Rallison syndrome
KMN778	Malabsorption Syndrome	K90.9	NO_DATA	NO_DATA
KMN12	Malaria Infection	B52	NO_DATA	NO_DATA
KMN272	Mannose Binding Lectin Deficiency	D84.8	H00089;H02308	IFN-gamma/IL-12 axis;Immunodeficiency-centromeric instability-facial anomalies syndrome
KMN100	Mantle-cell Lymphoma	C83.1	NO_DATA	NO_DATA
KMN494	Maple Syrup Urine Disease	E71.0	H00172	Maple syrup urine disease
KMN883	Marfan Syndrome	Q87.4	H00653	Marfan syndrome
KMN235	May-Hegglin Anomaly	D72.0	H02051	May-Hegglin anomaly
KMN856	Mayer-Rokitansky-Kuster-Hauser Syndrome	Q51.8	H00600	Mullerian agenesis
KMN865	McCune-Albright Syndrome	D78.1	NO_DATA	NO_DATA
KMN66	Medulloblastoma	C71.6	H01667	Medulloblastoma
KMN113	Megakaryoblastic leukemia	C94.2	NO_DATA	NO_DATA
KMN182	Megaloblastic Anemia	D53	NO_DATA	NO_DATA
KMN369	Melanocortin-4 receptor gene mutation	E66.8	H02059;H02060;H02105;H02106;H02235;H02384	Leptin deficiency;Leptin receptor deficiency;Prohormone convertase 1/3 deficiency;Genetic obesity;Morbid obesity and spermatogenic failure;Abdominal obesity-metabolic syndrome
KMN35	Melanoma	C43	H00038	Melanoma
KMN834	Membranoproliferative Glomerulonephritis	N00.6	H01726	Membranoproliferative glomerulonephritis
KMN833	Membranous Glomerulopathy	N04.2	NO_DATA	NO_DATA
KMN759	Menetrier's Disease	K29.6	NO_DATA	NO_DATA
KMN166	Meningiomas	D32.9	H01556	Meningioma
KMN825	Mesangioproliferative Glomerulonephritis	N00.5	NO_DATA	NO_DATA
KMN764	Mesenteric Venous Thrombosis	NO_DATA	NO_DATA	NO_DATA
