index	Keymolnet_disease	MeSH	OMIM	Gene_symbol	UniProtID	Drug_name	kegg_drugID	DrugBank	HMDB_ChEBI
KMN541	Hypervalinemia	C535308;C535309;C535541;C537359;C537360;C537361;C538324;C562803;C565390;C566402;C566487;C579867;C580002	210200;210210;246450;250620;250950;251000;251100;251110;251120;258501;277380;277400;277410;302060;309541;610006;610198;611283;614105;614265;614739;614857;614923;616271;617248;617698	ABCD4;ACAD8;ACADSB;ACSF3;ALDH6A1;AUH;BCKDK;CLPB;DNAJC19;HCFC1;HIBCH;HMGCL;HTRA2;LMBRD1;MCCC1;MCCC2;MCEE;MMAA;MMAB;MMACHC;MMADHC;MMUT;MUT;OPA3;PRDX1;SERAC1;TAZ;TIMM50	A0A024QZA9;A0A024R0M6;A0A024R6B9;A0A024R6G4;A0A024RD82;A0A0S2Z3P9;A0A0S2Z4K0;A0A0S2Z5X1;A0A0S2Z693;A0A140VJL0;A0A140VK11;A0A140VK29;A0A384MDW9;A0A384NPQ2;B2R6K1;O14678;O14874;O43464;P22033;P35914;P45954;P51610;Q02252;Q06830;Q13825;Q16635;Q3ZCQ8;Q4G176;Q6NVY1;Q8IVH4;Q96DA6;Q96EY8;Q96JX3;Q96PE7;Q96RQ3;Q9H078;Q9H3L0;Q9H6K4;Q9HCC0;Q9NUN5;Q9UKU7;Q9Y4U1	NO_DATA	NO_DATA	NO_DATA	15428;15603;15684;15903;16134;16347;16414;16643;16737;16831;16958;17066;17191;17368;17485;17497;17650;17712;17775;17859;27389;28911;28976;30768;30794;30832;30860;32816;33404;37084;37127;37245;422;43433;48430;57589;68499;68566;70979;70984;741548;82956;85095;86366
KMN693	Hypokalemic Periodic Paralysis	D020513;D020514;D050030	170390;170400;170500;613239;613345	CACNA1S;KCNE3;KCNJ18;KCNJ2;SCN4A	B7U540;P35499;P63252;Q13698;Q6IAE6;Q9Y6H6	Dichlorphenamide;Potassium chloride	D00518;D02060	DB00761;DB01144	NO_DATA
KMN562	Hypophosphatasia	D007014	146300;241500;241510	ALPL	A0A024RAB4;P05186	Asfotase alfa	D10595	NO_DATA	17553;18405;26078
KMN581	Hypothalamic Encephalitis	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN144	Hypothalamic Gangliocytoma	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN886	Hypothalamic Hamartoma	NO_DATA	NO_DATA	CACNA1A	O00555	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN563	Hypouricemia	C536512;C563876;C567064	300661;608688;610460	ATIC;PRPS1;TPMT	A0A024QZW0;P31939;P51580;P60891;V9HWH7	NO_DATA	NO_DATA	NO_DATA	16737;17368;17712;17775;18319;28498
KMN250	ICF Syndrome	C537362	209950;226990;242860;300636;300645;613796;614069;614162;614889;614890;614891;614892;614893;615978;616126;616622;616910;616911	;CDCA7;CYBB;DNMT3B;HELLS;IFNGR1;IFNGR2;IKBKG;IL12B;IL12RB1;IRF8;ISG15;RORC;STAT1;ZBTB24	A0A0S2Z3S6;A0A0S2Z3Y2;A8K881;O43167;P04839;P05161;P15260;P29460;P38484;P42224;P42701;P51449;Q02556;Q6I9R9;Q9BWT1;Q9NRZ9;Q9UBC3;Q9Y6K9	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN755	Idiopathic Pulmonary Fibrosis	NO_DATA	178500	;MUC5B;SFTPA1;SFTPA2;SFTPC;TERC;TERT	A0A024QZP2;A0A0S2Z4Q0;O14746;P11686;Q8IWL1;Q8IWL2;Q9HC84	Nintedanib esylate;Pirfenidone;Prednisolone sodium phosphate;Prednisone	D00473;D00981;D01583;D10396	DB00635;DB00860	NO_DATA
KMN830	Idiopathic Renal-Limited Crescentic Glomerulonephritis	C538458	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN230	Idiopathic Thrombocytopenic Purpura	D016553	188030	FCGR2C	P31995	Eltrombopag olamine;Fostamatinib disodium;Methylprednisolone sodium succinate;Prednisone;Rho immune globulin;Romiplostim	D00473;D00751;D03978;D05723;D08990;D09348	DB00635;DB00959	NO_DATA
KMN601	Idiopathic Torsion Dystonia	D020821	118800;128100;128200;128230;128235;159900;224500;314250;602629;605407;612067;612126;612716;614860;615034;615073;616398;616411;617282;617284	ANO3;ATP1A3;CACNA1B;COL6A3;DYT1;GCH1;GLUT1;GNAL;HPCA;KCTD17;KMT2B;MECR;MR1;PNKD;PRKRA;PRRT2;SGCE;SLC2A1;SPR;TAF1;TH;THAP1;TOR1A	A0A024R415;A0A024R642;A0A0S2Z4P5;A8K1Y9;B3KPA1;D9ZGF2;O14656;O43556;O75569;P07101;P11166;P12111;P13637;P21675;P30793;P35270;P38405;P78428;P84074;Q00975;Q53ES0;Q59GX2;Q63HQ4;Q7Z6L0;Q8N490;Q8N4Z1;Q8N5Z5;Q9BV79;Q9BYT9;Q9NVV9;Q9UMN6	NO_DATA	NO_DATA	NO_DATA	63931
KMN347	Idiopathic hypoparathyroidism	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN201	Idiopathic sideroblastic anemia	NO_DATA	205950;300751;301310	ABCB7;ALAS2;GLRX5;SLC25A38	A0A384MDT9;A1LP07;O75027;P22557;Q86SX6;Q96DW6	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN251	IgA Deficiency	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN822	IgA Nephropathy	D005922	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN252	IgG Subclass Deficiency	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN399	Iminoglycinuria	C536285	242600	SLC36A2;SLC6A19;SLC6A20	Q495M3;Q695T7;Q9NP91	NO_DATA	NO_DATA	NO_DATA	15428;17203;18095
KMN195	Immune Hemolysis	D000744	NO_DATA	NO_DATA	NO_DATA	Cortisone acetate;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Methylprednisolone;Methylprednisolone acetate;Methylprednisolone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Triamcinolone acetonide	D00088;D00292;D00407;D00472;D00473;D00751;D00973;D00975;D00978;D00979;D00981;D00983	DB00620;DB00635;DB00741;DB00860;DB00959;DB01234;DB01380	NO_DATA
KMN129	Immunoblastic lymphoma	D016403	NO_DATA	B2M;BCL2;BCL6;CARD11;CD58;CD79A;CD79B;CDKN2A;CDKN2B;CREBBP;EP300;EZH2;FOXO1;GNA13;GNAI2;MEF2B;MLL2;MLL3;MYC;MYD88;PRDM1;PTEN;TNFAIP3;TNFRSF14;TP53	A0A024R052;A0A024R2B3;A0A024R7K5;A0A024R854;A0A024R8M0;F6KD01;K7PML8;K7PPA8;K7PPU3;O14686;O75626;P01106;P04637;P10415;P11912;P19256;P21580;P40259;P41182;P42771;P42772;P60484;P61769;Q02080;Q03113;Q09472;Q12778;Q14344;Q15910;Q53GA5;Q59FG6;Q6PIA1;Q6ZQV4;Q7Z6C1;Q8NEZ4;Q8TES3;Q92793;Q92956;Q99836;Q9BXL7	Lisocabtagene maraleucel;Polatuzumab vedotin;Tafasitamab	D10761;D11601;D11990	NO_DATA	NO_DATA
KMN281	Immunoglobulin-Associated beta Deficiency	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN280	Immunoglobulin Heavy Chain Deficiency	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN130	Immunoproliferative Small Intestinal Disease	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN811	Inclusion Body Myositis	D018979	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN1	Inflammatory Bowel Disease	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN745	Influenza Infection	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN135	Insulinoma	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN259	Interferon gamma Receptor Deficiency	C537362	209950;226990;242860;300636;300645;613796;614069;614162;614889;614890;614891;614892;614893;615978;616126;616622;616910;616911	;CDCA7;CYBB;DNMT3B;HELLS;IFNGR1;IFNGR2;IKBKG;IL12B;IL12RB1;IRF8;ISG15;RORC;STAT1;ZBTB24	A0A0S2Z3S6;A0A0S2Z3Y2;A8K881;O43167;P04839;P05161;P15260;P29460;P38484;P42224;P42701;P51449;Q02556;Q6I9R9;Q9BWT1;Q9NRZ9;Q9UBC3;Q9Y6K9	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN260	Interleukin 12 Deficiency	C537362	209950;226990;242860;300636;300645;613796;614069;614162;614889;614890;614891;614892;614893;615978;616126;616622;616910;616911	;CDCA7;CYBB;DNMT3B;HELLS;IFNGR1;IFNGR2;IKBKG;IL12B;IL12RB1;IRF8;ISG15;RORC;STAT1;ZBTB24	A0A0S2Z3S6;A0A0S2Z3Y2;A8K881;O43167;P04839;P05161;P15260;P29460;P38484;P42224;P42701;P51449;Q02556;Q6I9R9;Q9BWT1;Q9NRZ9;Q9UBC3;Q9Y6K9	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN261	Interleukin 12 Receptor Deficiency	C537362	209950;226990;242860;300636;300645;613796;614069;614162;614889;614890;614891;614892;614893;615978;616126;616622;616910;616911	;CDCA7;CYBB;DNMT3B;HELLS;IFNGR1;IFNGR2;IKBKG;IL12B;IL12RB1;IRF8;ISG15;RORC;STAT1;ZBTB24	A0A0S2Z3S6;A0A0S2Z3Y2;A8K881;O43167;P04839;P05161;P15260;P29460;P38484;P42224;P42701;P51449;Q02556;Q6I9R9;Q9BWT1;Q9NRZ9;Q9UBC3;Q9Y6K9	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN753	Interstitial Lung Disease	D054988	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN183	Iron Deficiency Anemia	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN723	Ischemic Heart Disease	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN724	Ischemic arrhythmia	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN352	Isolated Follicle-stimulating Hormone Deficiency	C537070	229070	FSHB	A0A0F7RQE8;P01225	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN398	Isovaleric Acidemia	C538167	243500	IVD	A0A0A0MT83;P26440	NO_DATA	NO_DATA	NO_DATA	15843;16196;16737;17351;27432;28125;28364;28484;28661;28716;28727;28792;30835;35465;384411;44247;53486;53487;53488;65136;70984;72865;73025;73731;85095;86366;91316
KMN325	Jansen's Disease	C536065;C536252;C538064;C538089	156400;156500;250250;260400;265900;304120;305620;309350;311300;602111;613073;617137	COL10A1;FLNA;MAP3K7;MMP13;MMP9;PTH1R;PTHR1;RMRP;SBDS;SFRP4	A0A650AXN9;A1LPH3;O43318;P14780;P21333;P45452;Q03431;Q03692;Q53H33;Q60FE5;Q6FHJ7;Q6NXF2;Q9Y3A5	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN734	Jorvell and Lange-Nielsen Syndrome	D000075224;D029593	220400;612347;6161117	KCNE1;KCNQ1;TNNI3K	C7S316;P15382;P51787;Q59H18;Q6FHJ6;Q96AI9	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN715	Juvenile hypertension	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN175	Juxtaglomerular Cell Tumor	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN316	Kallmann Syndrome	C536917;C537919;D004393;D006964;D007006;D007018;D017436	101000;115150;146110;147950;151100;160900;162200;162210;163950;173100;176270;182230;193520;201710;201750;201810;202110;218040;221750;228300;238320;244200;262400;262500;262600;262650;262700;264300;264600;270400;275100;300068;307200;308700;312000;312300;601321;602668;607721;608747;609942;610628;610733;611431;611553;611554;612370;612702;612781;613038;613224;613563;613706;613707;613743;613986;614837;614838;614839;614840;614841;614842;614858;614880;614897;615266;615267;615269;615270;615271;615355;616030	;ANOS1;AR;BRAF;BTK;CBL;CHD7;CNBP;CYP11A1;CYP17A1;DHCR7;DMPK;DUSP6;FEZF1;FGF17;FGF8;FGFR1;FLRT3;GH1;GHR;GHRH;GHRHR;GNRH1;GNRHR;HESX1;HRAS;HS6ST1;HSD17B3;HSD3B2;IGF1;IL17RD;KAL1;KISS1;KISS1R;KRAS;LHB;LHCGR;LHX3;LHX4;NDN;NF1;NF2;NRAS;NSMF;OTX2;POR;POU1F1;PROK2;PROKR2;PROP1;PTPN11;RAF1;RIT1;SEMA3A;SHOC2;SNRPN;SOS1;SOX3;SPRED1;SPRY4;SRD5A2;STAR;TAC3;TACR3;TRH receptor;TSHB;WDR11	A0A024RB47;A0A024RBC1;A0A090N8Y6;A0A0F7RQE6;A0A0G2JQ02;A0A0S2Z5S4;A0PJY2;A1A515;A1LQR0;A8K1T0;B1A4G6;B4DXM5;F1T0D1;F1T0D5;O60243;O60258;O75360;P01111;P01112;P01116;P01148;P01222;P01229;P01241;P01286;P04049;P05019;P05093;P05108;P10275;P10912;P11362;P15056;P16435;P21359;P22681;P22888;P23352;P26439;P28069;P29371;P30968;P31213;P32243;P34981;P35240;P37058;P41225;P49675;P55075;P62633;P63162;Q02643;Q06124;Q06187;Q07889;Q09013;Q14563;Q15726;Q16828;Q5JY90;Q6X4W1;Q6ZWF9;Q7Z699;Q8NFJ6;Q8NFM7;Q92963;Q969F8;Q969G2;Q99608;Q9BZH6;Q9C004;Q9HC23;Q9NZU0;Q9P2D1;Q9UBM7;Q9UBR4;Q9UBX0;Q9UHF0;Q9UQ13	Fluoxymesterone;Methyltestosterone;Paricalcitol;Testosterone;Testosterone cypionate;Testosterone enanthate;Testosterone undecanoate	D00075;D00327;D00408;D00930;D00957;D00958;D06087	DB00624;DB00910;DB01185	15903;16113;16330;16422;16469;16581;16814;16973;17026;17066;17252;17347;17650;17710;17759;17933;17996;18258;18332;27584;28689;28750;29101;29103;42534;805752;89982
KMN38	Kaposi's Sarcoma	D012514	NO_DATA	AKT1;AKT2;AKT3;ANGPT2;ATG14;ATG3;BAK1;BAX;BECN1;BECN2;BID;Bcl-2;C3;CALM1;CALM2;CALM3;CALML3;CALML4;CALML5;CALML6;CASP3;CASP8;CASP9;CCND1;CCR1;CCR3;CCR4;CCR5;CCR8;CD200R1;CD200R1L;CD86;CDK4;CDK6;CDKN1A;CHUK;CLEC2B;CREB1;CREBBP;CSF2;CTNNB1;CXCL1;CXCL2;CXCL3;CXCL8;CYCS;E2F1;E2F2;E2F3;EIF2AK2;EP300;FADD;FAS;FGF2;FOS;GABARAP;GABARAPL1;GABARAPL2;GNB1;GNB2;GNB3;GNB4;GNB5;GNG10;GNG11;GNG12;GNG13;GNG2;GNG3;GNG4;GNG5;GNG7;GNG8;GNGT1;GNGT2;GSK3B;HCK;HIF1A;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HLA-G;HRAS;ICAM1;IFNA1;IFNA10;IFNA13;IFNA14;IFNA16;IFNA17;IFNA2;IFNA21;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8;IFNAR1;IFNAR2;IFNB1;IFNGR1;IKBKB;IKBKE;IKBKG;IL6;IL6ST;IRF3;IRF7;IRF9;ITPR1;ITPR2;ITPR3;JAK1;JAK2;JUN;K-ras;KRAS;LEF1;LYN;MAP2K1;MAP2K2;MAP2K4;MAP2K6;MAP2K7;MAPK1;MAPK10;MAPK11;MAPK12;MAPK13;MAPK14;MAPK3;MAPK8;MAPK9;MAPKAPK2;MICA;MICB;MTOR;MYC;NFATC1;NFATC2;NFATC3;NFATC4;NFKB1;NFKBIA;NRAS;PDGFB;PIK3C3;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PIK3R1;PIK3R2;PIK3R3;PIK3R5;PIK3R6;PLCG1;PLCG2;PPP3CA;PPP3CB;PPP3CC;PPP3R1;PPP3R2;PREX1;PTGS2;RAC1;RAF1;RB1;RCAN1;RELA;RPS27A;SRC;STAT1;STAT2;STAT3;SYK;TBK1;TCF7;TCF7L1;TCF7L2;TICAM1;TLR3;TNFRSF1A;TP53;TRADD;TRAF2;TRAF3;TYK2;UBA52;UBB;UBC;VEGFA;ZFP36;c-INT;c-MYC;p53	A0A024R156;A0A024R1X5;A0A024R244;A0A024R2B3;A0A024R2Q3;A0A024R5V3;A0A024R720;A0A024R7E4;A0A024R8H5;A0A024RAP5;A0A024RBB6;A0A024RCX5;A0A024RD04;A0A024RD33;A0A024RDA5;A0A024RDD9;A0A024RDV3;A0A087WWS6;A0A0S2Z391;A0A0S2Z3Y2;A0A0S2Z4C6;A0A140VJJ8;A0A286YF97;A0A2K8FKV1;A0A2X0SFG1;A0A384MEK5;A0A384NYY3;A0A4E9D3W4;A0A7D9H7X8;A0N0Q1;A1L4K2;A1LPE5;A4D2P1;A4QPA9;A6H8K3;A8ASI8;A8K379;A8K3Y2;A8K632;A8K8M6;A8K9G9;A8MW95;B0LPE5;B1APZ0;B2RDW1;B3KQ75;B3KRK9;B3KT21;B4DJ51;B4DR57;B4DVM1;B5B2S1;D0VY79;E5FQ95;F1T0G5;G4XXL9;I1SRC5;K7PPA8;L0N195;L7RRS6;L7RSL8;L7RSM2;L7RT34;L7RXH5;M0QY76;O00329;O00459;O00716;O14610;O14733;O14775;O14920;O15111;O15123;O15264;O15455;O19682;O60262;O60674;O95166;O95644;P01024;P01100;P01106;P01111;P01112;P01116;P01127;P01562;P01563;P01566;P01567;P01568;P01569;P01570;P01571;P01574;P01889;P04049;P04141;P04439;P04637;P05013;P05014;P05015;P05231;P05362;P05412;P06400;P07948;P08631;P09038;P09341;P0CG47;P0CG48;P0DP23;P0DP24;P0DP25;P10145;P10321;P10415;P11487;P11802;P12931;P13747;P15260;P15692;P16220;P16298;P16520;P16885;P17181;P17693;P19174;P19438;P19525;P19838;P19875;P19876;P23458;P24385;P25445;P25963;P26651;P27361;P27482;P27986;P28482;P29597;P30511;P31749;P31751;P32246;P32881;P35222;P35354;P36402;P36507;P38936;P40189;P40763;P42081;P42224;P42336;P42338;P42345;P42574;P43405;P45983;P45984;P45985;P48454;P48551;P48736;P49137;P49841;P50150;P50151;P51677;P51679;P51681;P51685;P52564;P52630;P53778;P53779;P53805;P55211;P55957;P59768;P60520;P61952;P62873;P62879;P62979;P62987;P63000;P63098;P63211;P63215;P63218;P99999;Q00534;Q00978;Q01094;Q02750;Q04206;Q07812;Q08209;Q09472;Q12933;Q12968;Q13114;Q13158;Q13469;Q14164;Q14209;Q14457;Q14571;Q14573;Q14643;Q14653;Q14790;Q14934;Q15628;Q15759;Q16539;Q16611;Q16665;Q17RA0;Q1HBJ4;Q29980;Q29983;Q38L21;Q3MIH3;Q499G7;Q4LE43;Q4LE51;Q53GA5;Q53H37;Q53X93;Q53Y01;Q59ES2;Q5JZ47;Q5SUL5;Q5U003;Q5U091;Q5U5U6;Q5UE93;Q659G9;Q6DU14;Q6FG41;Q6FHM2;Q6FI00;Q6FI27;Q6IAW1;Q6NUK7;Q6P669;Q6Q8B3;Q6R739;Q6ZNE5;Q75MH2;Q7Z4P3;Q7Z6C1;Q8IUC6;Q8IW76;Q8N381;Q8NEB9;Q8TCU6;Q8TD46;Q8TD86;Q8TDP5;Q8WYR1;Q92478;Q92569;Q92793;Q92985;Q95HC2;Q96GE6;Q96LZ3;Q9BSD8;Q9H0R8;Q9HAV0;Q9HCS4;Q9NQB0;Q9NT62;Q9NZT1;Q9P2W3;Q9UBI6;Q9UHD2;Q9UJU2;Q9UK08;Q9Y243;Q9Y6K9;R9QE65;V9HWA9;X5D945	Alitretinoin;Doxorubicin hydrochloride;Interferon alfa-2b;Paclitaxel;Vinblastine sulfate	D00491;D01068;D01275;D02745;D02815	DB00105;DB00523;DB00570;DB01229	NO_DATA
KMN653	Kearns-Sayre Syndrome	D007625	530000	MT-ATP6;MT-ATP8;MT-CO3;MT-CYB;MT-ND3;MT-ND4;MT-ND4L;MT-ND5;MT-ND6	A0A1X7RBF0;A0A1X7RBN5;A0A1X7RC16;A0A1X7RCP4;A0A1X7RCR6;H9EC08;P00156;P00414;P00846;P03897;P03901;P03905;P03915;P03923;P03928;Q0ZFD6;Q0ZFE3;Q6VLV1;Q7GIM7;Q7GXZ4;Q7GXZ5;Q9B1D3;U5YV54;U5Z977;U5ZC31	NO_DATA	NO_DATA	NO_DATA	422
KMN894	Klinefelter Syndrome	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN414	Krabbe's Disease	D007965	245200;611722	GALC;PSAP	A0A024QZQ2;A0A0A0MQV0;P07602;P54803	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN4	Kuru	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN502	LCAT Deficiency	C535460;D007863;D052456	136120;245900;246700;604091	ABCA1;APOA1;LCAT;SAR1B	A0A024R3E3;A0A140VK24;B2RUU2;B7XCW9;O95477;P02647;P04180;Q9Y6B6	NO_DATA	NO_DATA	NO_DATA	16113;16990;29034
KMN565	Lactate Dehydrogenase Deficiency	C536258;C564071;C565447;C565448;C566729;D015324;D015325	245348;245349;246900;266150;312170;608782;614111;614741	BRP44L;DLAT;DLD;MPC1;PC;PDHA1;PDHB;PDHX;PDP1;PPM2C	A0A024R5C5;A0A024R713;A0A024R9C0;A0A024RBX9;A0A384MDR8;O00330;P08559;P09622;P10515;P11177;P11498;Q86YI5;Q9P0J1;Q9Y5U8	NO_DATA	NO_DATA	NO_DATA	15344;15603;16134;16414;16977;17066;17191;17203;18019;28976;30915;32816;422;50613;60645;89228
KMN650	Lambert-Eaton Myasthenic Syndrome	D015624	NO_DATA	NO_DATA	NO_DATA	Amifampridine;Amifampridine phosphate;Guanidine hydrochloride	D10228;D10689;D11626	NO_DATA	NO_DATA
KMN326	Laron Syndrome	D046150	262500	GHR	P10912	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN152	Leiomyoma	D007889	150699	COL4A6-COL4A5;Fumarate hydratase;HMGA2;MED12	A0A0S2Z4C3;A7MBN3;P07954;P29400;P52926;Q14031;Q49AM6;Q93074	Leuprolide acetate	D00989	DB00007	NO_DATA
KMN305	Leprechaunism	D056731	246200	INSR	P06213	NO_DATA	NO_DATA	NO_DATA	15903;16113;16990;29103
